"iter","time","maxviolation","meanviolation","cost",
0,0,0.64212,0.15532,-0.072308,
1,0.010023,0,0,-0.44855,
2,0.023916,0,0,-0.65341,
3,0.038562,0,0,-0.76217,
4,0.052143,0,0,-0.77957,
5,0.067162,0,0,-0.78405,
6,0.075985,0,0,-0.78545,
7,0.085017,0,0,-0.78591,
8,0.091162,0,0,-0.78607,
9,0.099836,0,0,-0.78614,
10,0.10368,1.2449e-06,1.2449e-07,-0.78615,
11,0.10779,3.5409e-06,3.5409e-07,-0.78616,
12,0.11179,7.4971e-07,7.4971e-08,-0.78617,
13,0.11559,9.1133e-08,9.1133e-09,-0.78617,
14,0.11945,6.2003e-06,6.3699e-07,-0.78617,
15,0.12344,2.0883e-06,2.1844e-07,-0.78617,
16,0.12463,2.0883e-06,2.1844e-07,-0.78617,
17,0.12937,1.7631e-07,1.7631e-08,-0.78617,
18,0.13365,1.2869e-08,1.2869e-09,-0.78617,
19,0.13483,1.2869e-08,1.2869e-09,-0.78617,
20,0.13643,1.2869e-08,1.2869e-09,-0.78617,
21,0.14143,9.7476e-09,1.4044e-09,-0.78617,
22,0.14657,7.0982e-10,8.1581e-11,-0.78617,
23,0.14989,2.9938e-07,3.5836e-08,-0.78617,
24,0.15559,4.4859e-08,4.4859e-09,-0.78617,
25,0.16169,8.8969e-11,8.8969e-12,-0.78617,
26,0.16558,1.7104e-08,1.7104e-09,-0.78617,
27,0.17179,1.121e-08,1.3031e-09,-0.78617,
28,0.17841,7.0641e-12,8.1836e-13,-0.78617,
29,0.18213,1.0913e-08,1.248e-09,-0.78617,
30,0.18885,1.661e-09,1.661e-10,-0.78617,
