"iter","time","maxviolation","meanviolation","cost",
0,0,0.47783,0.096156,0.19302,
1,1.0744,4.9393e-05,4.9393e-06,-0.59807,
2,1.118,4.9393e-05,4.9393e-06,-0.59807,
3,1.1506,4.9393e-05,4.9393e-06,-0.59807,
4,1.184,4.9393e-05,4.9393e-06,-0.59807,
5,1.2313,4.9393e-05,4.9393e-06,-0.59807,
6,1.2672,4.9393e-05,4.9393e-06,-0.59807,
7,1.3122,4.9393e-05,4.9393e-06,-0.59807,
8,1.345,4.9393e-05,4.9393e-06,-0.59807,
9,1.3743,4.9393e-05,4.9393e-06,-0.59807,
10,1.4076,4.9393e-05,4.9393e-06,-0.59807,
11,1.4384,4.9393e-05,4.9393e-06,-0.59807,
12,1.4692,4.9393e-05,4.9393e-06,-0.59807,
13,1.4985,4.9393e-05,4.9393e-06,-0.59807,
14,1.5254,4.9393e-05,4.9393e-06,-0.59807,
15,1.5516,4.9393e-05,4.9393e-06,-0.59807,
16,1.5782,4.9393e-05,4.9393e-06,-0.59807,
17,1.6112,4.9393e-05,4.9393e-06,-0.59807,
18,1.6514,4.9393e-05,4.9393e-06,-0.59807,
19,1.6796,4.9393e-05,4.9393e-06,-0.59807,
20,1.7056,4.9393e-05,4.9393e-06,-0.59807,
21,1.7314,4.9393e-05,4.9393e-06,-0.59807,
22,1.7633,4.9393e-05,4.9393e-06,-0.59807,
23,1.7975,4.9393e-05,4.9393e-06,-0.59807,
24,1.8349,4.9393e-05,4.9393e-06,-0.59807,
25,1.8715,4.9393e-05,4.9393e-06,-0.59807,
26,1.9059,4.9393e-05,4.9393e-06,-0.59807,
27,1.9471,4.9393e-05,4.9393e-06,-0.59807,
28,1.9877,4.9393e-05,4.9393e-06,-0.59807,
29,2.028,4.9393e-05,4.9393e-06,-0.59807,
30,2.0728,4.9393e-05,4.9393e-06,-0.59807,
