"iter","time","maxviolation","meanviolation","cost",
0,0,0.47783,0.096156,0.19302,
1,0.05784,0.050001,0.0062397,-0.62508,
2,0.086561,0.034006,0.0042593,-0.6166,
3,0.11867,0.023101,0.0029001,-0.61083,
4,0.13961,0.01569,0.0019749,-0.60692,
5,0.16169,0.010666,0.0013455,-0.60427,
6,0.16908,0.0072857,0.0009168,-0.60249,
7,0.19085,0.0049415,0.00062162,-0.60126,
8,0.19825,0.003366,0.00042502,-0.60044,
9,0.22399,0.0022879,0.00028955,-0.59987,
10,0.23269,0.0015589,0.00019718,-0.59949,
11,0.24374,0.0010618,0.00013428,-0.59923,
12,0.25259,0.00072412,9.1549e-05,-0.59905,
13,0.26145,0.00049346,6.2378e-05,-0.59893,
14,0.26987,0.00033624,4.2499e-05,-0.59885,
15,0.27671,0.0002291,2.8955e-05,-0.5988,
16,0.28567,0.0001561,1.9727e-05,-0.59876,
17,0.29129,0.00010635,1.344e-05,-0.59873,
18,0.29702,7.2458e-05,9.1564e-06,-0.59871,
19,0.30282,4.9366e-05,6.2383e-06,-0.5987,
20,0.31024,3.3633e-05,4.2501e-06,-0.59869,
21,0.31709,2.2914e-05,2.8956e-06,-0.59869,
22,0.32289,1.5612e-05,1.9727e-06,-0.59868,
23,0.32918,1.0636e-05,1.344e-06,-0.59868,
24,0.3363,7.2463e-06,9.1567e-07,-0.59868,
25,0.34316,4.9368e-06,6.2384e-07,-0.59868,
26,0.34961,3.3634e-06,4.2502e-07,-0.59868,
27,0.35616,2.2915e-06,2.8956e-07,-0.59868,
28,0.36392,1.5612e-06,1.9728e-07,-0.59868,
29,0.37155,1.0636e-06,1.344e-07,-0.59868,
30,0.38334,7.2463e-07,9.1567e-08,-0.59868,
