"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,370.3856,78.8612,6.0413e-05,NaN,NaN,NaN,NaN,1,78.9068,74.0503,74.0503,
1,361.0352,627.4782,0.032437,0.0019531,0,3.1702,1,7.8599,74.3676,69.1609,69.1609,
2,333.8398,75.8507,0.062305,0.5,0,5.0857,1,7.8599,45.0515,39.4275,39.4275,
3,329.7337,20.0388,0.089586,1,0,0.75925,1,7.8599,26.3466,17.0617,17.0617,
4,325.4904,20.7876,0.12547,0.0625,0,0.36154,1,7.8599,26.9278,16.9671,16.9671,
5,325.1198,24.5746,0.15607,0.0039063,0,0.068958,1,7.8599,27.0439,16.9853,16.9853,
6,325.0782,73.2003,0.18691,0.00012207,0,0.010977,1,7.8599,27.0564,16.9869,16.9869,
7,313.8448,24.625,0.21703,0.125,0,1.9864,1,7.8599,26.2934,16.0882,16.0882,
8,310.4245,20.6103,0.24759,0.25,0,0.3268,1,7.8599,25.2751,14.6525,14.6525,
9,310.3877,29.3832,0.27998,0.00024414,0,0.019454,1,7.8599,25.2909,14.6552,14.6552,
10,309.8787,26.7313,0.31143,0.03125,0,0.097418,1,7.8599,25.2147,14.4753,14.4753,
11,264.5504,29.4433,0.3415,0.5,0,4.6071,1,7.8599,21.2641,4.0516,4.0516,
12,252.8008,265.3216,0.37079,0.0039063,0,2.2788,1,25.9389,22.3274,1.2438,1.2438,
13,251.5575,21.6651,0.39988,1,0,0.20554,1,25.9389,22.3429,1.2198,1.2198,
14,250.8595,24.2934,0.4291,0.03125,0,0.045958,1,25.9389,22.3076,1.2321,1.2321,
15,244.9481,40.8182,0.45728,0.015625,0,1.2575,1,25.9389,22.7251,1.0932,1.0932,
16,240.754,20.3633,0.48488,1,0,0.2594,1,25.9389,22.0337,1.1599,1.1599,
17,240.5756,657.1635,0.51754,7.6294e-06,0,0.04406,1,61.6913,22.0642,1.1617,1.1617,
18,241.0411,20.6074,0.54757,1,0,0.17757,1,61.6913,22.0287,0.92169,0.92169,
19,240.5877,197.0677,0.57773,0.00024414,0,0.089868,1,61.6913,22.1025,0.92454,0.92454,
20,236.4063,2021.2349,0.6081,0.0019531,0,1.7991,1,273.6268,20.3453,0.47383,0.47383,
21,236.4336,20.256,0.63728,1,0,0.064395,1,273.6268,20.2991,0.11914,0.11914,
22,236.4334,29.9278,0.67389,9.5367e-07,0,0.0016822,1,273.6268,20.2988,0.11914,0.11914,
23,235.5399,19.8874,0.70727,0.5,0,0.058822,1,273.6268,20.125,0.11955,0.11955,
24,235.5118,23.7204,0.73879,0.00024414,0,0.015547,1,273.6268,20.1225,0.11959,0.11959,
25,235.3947,19.7326,0.76993,0.03125,0,0.010138,1,273.6268,20.0967,0.11807,0.11807,
26,235.3636,29.314,0.80979,0.00024414,0,0.017727,1,273.6268,20.094,0.11813,0.11813,
27,235.2477,19.6244,0.8409,0.0625,0,0.013139,1,273.6268,20.0657,0.11496,0.11496,
28,235.2172,30.8103,0.87041,0.00024414,0,0.01649,1,273.6268,20.0631,0.11501,0.11501,
29,235.1207,19.4324,0.8987,0.0625,0,0.015573,1,273.6268,20.0364,0.11425,0.11425,
30,235.1035,39.1533,0.9347,0.00012207,0,0.010134,1,273.6268,20.035,0.11426,0.11426,
31,235.0801,18.93,0.96319,0.03125,0,0.010773,1,273.6268,20.0243,0.11399,0.11399,
32,235.0692,107.5568,1.0012,3.0518e-05,0,0.0079357,1,273.6268,20.0236,0.114,0.114,
33,235.0684,28.2367,1.0398,0.015625,0,0.0056604,1,273.6268,20.0252,0.11314,0.11314,
34,234.5735,59.7184,1.0772,0.0019531,0,0.76968,1,273.6268,19.8063,0.0079498,0.0079498,
35,233.9228,3562.0593,1.1118,1.5259e-05,0,0.43271,1,12811.1727,19.8361,0.00079784,0.00079784,
36,233.4325,64881.3557,1.1452,1.5259e-05,0,0.17742,1,523216.0463,19.9042,0.00015588,0.00015588,
37,233.0865,209237.5903,1.1831,3.0518e-05,0,0.12672,1,4747703.962,19.7066,1.9646e-05,1.9646e-05,
38,232.8849,491338.6758,1.2263,7.4506e-09,0,0.10025,1,85219095.8224,19.5778,3.3915e-07,3.3915e-07,
39,232.8848,20.0845,1.2559,1,0,8.3401e-05,1,85219095.8224,19.5778,1.9798e-07,1.9798e-07,
