"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,214.3192,77.4453,8.9864e-05,NaN,NaN,NaN,NaN,1,34.5877,26.672,26.672,
1,204.5802,480.3257,0.081889,0.0039063,0,1.2709,1,7.2992,32.5748,22.8425,22.8425,
2,201.22,25.082,0.14834,1,0,0.58445,1,7.2992,30.7108,18.9808,18.9808,
3,201.1226,29.7546,0.21978,0.00012207,0,0.011567,1,7.2992,30.733,18.9848,18.9848,
4,200.8523,28.6693,0.28899,0.0039063,0,0.031767,1,7.2992,30.7654,18.9633,18.9633,
5,188.7004,50.338,0.37616,0.0625,0,1.1464,1,7.2992,31.0257,19.0966,19.0966,
6,179.776,23.2475,0.46335,1,0,0.57952,1,7.2992,26.08,11.7199,11.7199,
7,177.4787,142.8114,0.54144,0.00097656,0,0.46363,1,7.2992,26.4688,11.8334,11.8334,
8,174.0044,4040.548,0.61797,6.1035e-05,0,1.6644,1,84.8831,26.1375,11.4493,11.4493,
9,174.7633,22.9303,0.68427,1,0,0.32053,1,84.8831,24.1526,6.0991,6.0991,
10,174.3607,40.4574,0.75396,0.0019531,0,0.067829,1,84.8831,24.1893,6.0954,6.0954,
11,174.3537,46.1646,0.82211,0.00012207,0,0.0026092,1,84.8831,24.1901,6.0951,6.0951,
12,174.3449,55.4812,0.89567,0.00012207,0,0.0034425,1,84.8831,24.1912,6.095,6.095,
13,174.3412,79.2772,0.97016,3.0518e-05,0,0.0015221,1,84.8831,24.1917,6.095,6.095,
14,174.3386,115.5673,1.0491,1.5259e-05,0,0.0011221,1,84.8831,24.1921,6.095,6.095,
15,174.3366,175.1234,1.1265,7.6294e-06,0,0.00087718,1,84.8831,24.1924,6.095,6.095,
16,174.3347,291.6866,1.1977,3.8147e-06,0,0.00079269,1,84.8831,24.1927,6.095,6.095,
17,174.334,688.2538,1.2715,4.7684e-07,0,0.00031942,1,84.8831,24.1928,6.095,6.095,
18,174.3334,2838.5256,1.3503,5.9605e-08,0,0.0002756,1,89.9323,24.1929,6.095,6.095,
19,174.3328,2344.9245,1.4299,4.7684e-07,0,0.00024825,1,89.9323,24.193,6.095,6.095,
20,168.5716,150423.727,1.4999,3.8147e-06,0,1.517,1,4731.3386,23.4257,5.114,5.114,
21,169.0556,22.3386,1.5727,1,0,0.21562,1,4731.3386,22.8793,2.6999,2.6999,
22,168.9902,52.656,1.6429,0.00024414,0,0.015992,1,4731.3386,22.8887,2.6997,2.6997,
23,168.9796,39.9401,1.7162,0.00048828,0,0.004294,1,4731.3386,22.8912,2.6994,2.6994,
24,168.9764,49.6193,1.7857,6.1035e-05,0,0.0013345,1,4731.3386,22.892,2.6994,2.6994,
25,168.9729,59.5533,1.8612,6.1035e-05,0,0.001556,1,4731.3386,22.893,2.6993,2.6993,
26,168.9705,76.9572,1.9419,3.0518e-05,0,0.00111,1,4731.3386,22.8937,2.6993,2.6993,
27,168.9689,102.7479,2.0181,1.5259e-05,0,0.00077155,1,4731.3386,22.8942,2.6993,2.6993,
28,168.9678,138.5121,2.0967,7.6294e-06,0,0.00052667,1,4731.3386,22.8945,2.6993,2.6993,
29,168.9671,185.3199,2.1658,3.8147e-06,0,0.00035054,1,4731.3386,22.8948,2.6993,2.6993,
30,168.9666,242.0223,2.2448,1.9073e-06,0,0.00022423,1,4731.3386,22.8949,2.6993,2.6993,
31,168.9661,303.379,2.3258,1.9073e-06,0,0.00027127,1,4731.3386,22.8951,2.6993,2.6993,
32,168.9657,415.4813,2.3975,9.5367e-07,0,0.00020114,1,4731.3386,22.8952,2.6993,2.6993,
33,168.9654,591.4583,2.4707,4.7684e-07,0,0.00014822,1,4731.3386,22.8953,2.6993,2.6993,
34,168.9653,870.6224,2.5467,1.1921e-07,0,5.6192e-05,1,4731.3386,22.8953,2.6993,2.6993,
