"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,920.3321,99.6104,8.8732e-05,NaN,NaN,NaN,NaN,1,46.3658,26.8448,26.8448,
1,864.2518,42325.789,0.12968,1.9073e-06,0,4.1782,1,769.1747,41.8166,12.5871,12.5871,
2,862.0982,27831.607,0.25599,0.00097656,0,2.1536,1,769.1747,41.2056,12.2123,12.2123,
3,860.7897,39.057,0.39268,1,0,0.28379,1,769.1747,40.3318,7.5463,7.5463,
4,860.7436,51.3662,0.53261,0.00024414,0,0.0035661,1,769.1747,40.3405,7.5454,7.5454,
5,851.2673,579.6704,0.66346,0.0019531,0,0.53986,1,769.1747,42.0129,7.4158,7.4158,
6,851.5102,49.9613,0.80215,0.125,0,0.076642,1,769.1747,41.923,7.0403,7.0403,
7,842.6798,613.1707,0.9476,0.00048828,0,1.1648,1,769.1747,43.0053,5.6374,5.6374,
8,837.6541,17343.1376,1.0867,1.5259e-05,0,1.0451,1,769.1747,43.5652,4.4163,4.4163,
9,838.9371,47.6586,1.2367,1,0,0.21558,1,769.1747,43.3392,4.2687,4.2687,
10,830.2904,2303.6312,1.3893,3.0518e-05,0,1.1156,1,769.1747,44.6022,4.0669,4.0669,
11,829.2546,43.6494,1.5951,1,0,0.17165,1,769.1747,44.5781,2.6577,2.6577,
12,829.2088,50.3027,1.8562,0.00048828,0,0.0028606,1,769.1747,44.5806,2.6571,2.6571,
13,811.2626,1608.4272,2.0511,6.1035e-05,0,1.9628,1,769.1747,46.2007,1.499,1.499,
14,806.8908,50904.9275,2.2121,7.6294e-06,0,1.1799,1,3105.8273,46.1788,0.76805,0.76805,
15,803.0699,460905.7681,2.3733,1.5259e-05,0,1.827,1,41325.9346,47.1367,0.34778,0.34778,
16,803.6101,17976.0548,2.548,0.00097656,0,0.90652,1,41325.9346,47.226,0.094495,0.094495,
17,801.8422,274212.4328,2.7351,3.8147e-06,0,0.54254,1,97962.5406,47.1634,0.031205,0.031205,
18,801.8164,50.2921,2.9029,0.25,0,0.0073933,1,97962.5406,47.1627,0.028336,0.028336,
19,801.8141,48.8574,3.0746,0.00048828,0,0.00037565,1,97962.5406,47.1626,0.028335,0.028335,
20,799.2172,20721.2979,3.2209,3.8147e-06,0,0.47251,1,97962.5406,47.5671,0.013966,0.013966,
21,799.2451,46.9015,3.4702,1,0,0.0086046,1,97962.5406,47.5681,0.0066601,0.0066601,
22,794.3628,964.0987,3.6615,0.00048828,0,0.83992,1,97962.5406,48.125,0.0046863,0.0046863,
23,793.5086,250879.6777,3.8177,2.3842e-07,0,0.3955,1,489331.1313,48.0916,0.00094647,0.00094647,
24,793.3913,412559.7574,3.9638,3.8147e-06,0,0.27937,1,3059615.2709,48.0178,6.4915e-05,6.4915e-05,
25,793.3942,47.1983,4.0974,1,0,0.00074718,1,3059615.2709,48.0178,4.9846e-05,4.9846e-05,
26,792.4101,68418.685,4.2372,9.5367e-07,0,0.32529,1,3059615.2709,48.1708,4.8184e-05,4.8184e-05,
27,792.4082,48.5855,4.372,1,0,0.00041291,1,3059615.2709,48.1708,1.5238e-05,1.5238e-05,
28,792.4078,49.6147,4.5027,0.00097656,0,1.431e-05,1,3059615.2709,48.1708,1.5236e-05,1.5236e-05,
