"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,27.9882,11.9582,5.7015e-05,NaN,NaN,NaN,NaN,1,20.4762,18.8472,18.8472,
1,20.7054,13.5819,0.008752,0.5,0,3.0256,1,1.023,11.4455,10.436,10.436,
2,20.2625,5.9404,0.016128,0.0625,0,0.29907,1,1.023,11.6365,10.463,10.463,
3,20.538,8.5034,0.024985,0.25,0,0.48109,1,1.3773,10.5817,8.8877,8.8877,
4,21.8594,139.669,0.032322,0.0625,0,4.8272,1,40.5574,5.0269,1.5183,1.5183,
5,26.9821,1356.9183,0.044239,0.00012207,0,1.9409,1,269.012,5.9418,1.0677,1.0677,
6,25.8726,303.4479,0.052548,0.0625,0,1.3507,1,269.012,4.3499,0.77954,0.77954,
7,25.5401,5.1367,0.063331,0.5,0,0.17917,1,269.012,4.6638,0.59064,0.59064,
8,25.534,25.4883,0.081399,6.1035e-05,0,0.0025254,1,269.012,4.6685,0.59064,0.59064,
9,30.9211,129.7586,0.09717,0.00097656,0,3.0819,1,375.6933,8.4387,0.0072634,0.0072634,
10,30.9281,7.9937,0.10952,0.5,0,0.016675,1,375.6933,8.4363,0.0056353,0.0056353,
11,29.2852,196.7877,0.12195,0.0019531,0,0.48407,1,482.8783,8.4737,0.0071495,0.0071495,
12,29.2856,8.3002,0.13106,1,0,0.019955,1,482.8783,8.4593,0.0029428,0.0029428,
13,29.1879,43.8785,0.14698,0.00048828,0,0.036301,1,482.8783,8.4612,0.0030077,0.0030077,
14,29.1861,7.9615,0.15973,0.25,0,0.0074682,1,482.8783,8.4552,0.0026652,0.0026652,
15,28.5071,46.4959,0.17261,0.0078125,0,0.39712,1,482.8783,8.3175,0.0013763,0.0013763,
16,28.491,8.1273,0.18318,1,0,0.0079983,1,482.8783,8.3092,0.00039575,0.00039575,
17,28.4199,416.6609,0.19521,3.0518e-05,0,0.020214,1,4221.3188,8.3146,0.00040196,0.00040196,
18,28.1227,6488.7413,0.20574,0.00024414,0,0.15002,1,84806.8931,8.091,0.00020639,0.00020639,
19,28.1257,8.0493,0.21338,1,0,0.002699,1,84806.8931,8.089,5.171e-05,5.171e-05,
20,28.0915,473.3128,0.22472,3.0518e-05,0,0.0095869,1,84806.8931,8.0912,5.1875e-05,5.1875e-05,
21,27.9644,7226.0824,0.23534,0.00012207,0,0.10126,1,371180.205,7.9776,1.5735e-05,1.5735e-05,
22,27.9652,7.7302,0.24304,1,0,0.00086459,1,371180.205,7.977,5.3261e-06,5.3261e-06,
23,27.9605,5851.4076,0.26035,5.9605e-08,0,0.0013143,1,644728.5229,7.9772,5.3292e-06,5.3292e-06,
24,27.961,7.392,0.27238,0.5,0,0.00044976,1,644728.5229,7.9769,4.1059e-06,4.1059e-06,
25,27.796,1563.5253,0.28384,6.1035e-05,0,0.075853,1,644728.5229,7.9604,3.1036e-06,3.1036e-06,
26,27.7965,7.3218,0.29373,0.5,0,0.00045171,1,644728.5229,7.9601,2.9862e-06,2.9862e-06,
27,27.682,901.7089,0.30818,6.1035e-05,0,0.065021,1,644728.5229,7.9279,6.4981e-07,6.4981e-07,
28,27.682,27.2152,0.32281,0.0039063,0,1.7456e-05,1,644728.5229,7.9279,6.4938e-07,6.4938e-07,
