"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,440.8386,4.9841e-05,NaN,NaN,NaN,NaN,NaN,35.8063,35.8063,
1,440.8386,0.29028,8.7401,0.03125,0,3.0651,1,38.8523,38.8523,
2,405.1828,0.37796,0.53142,1,0,0.53035,1,10.3035,10.3035,
3,379.6627,1.0405,27.104,0.015625,0,4.7143,1,8.1466,8.1466,
4,378.2127,1.1363,0.27214,1,0,0.27202,1,3.2033,3.2033,
5,371.0581,1.3269,2.5937,0.00097656,0,1.5966,1,1.7988,1.7988,
6,371.6087,1.4146,0.19511,1,0,0.19506,1,1.6334,1.6334,
7,371.8222,1.6412,1.2612,0.0019531,0,0.95081,1,0.78295,0.78295,
8,368.1887,1.9597,1.0899,7.6294e-06,0,0.86335,1,0.29044,0.29044,
9,363.5702,2.2321,1.1886,3.0518e-05,0,0.98291,1,0.031646,0.031646,
10,363.4935,2.3155,0.022614,1,0,0.022614,1,0.021372,0.021372,
11,361.1566,2.8019,0.74197,4.7684e-07,0,0.68322,1,0.0071252,0.0071252,
12,361.033,3.1181,0.31173,0.00024414,0,0.3059,1,0.0014659,0.0014659,
13,361.0356,3.2016,0.00076806,0.03125,0,0.00076806,-6,0.0014445,0.0014445,
14,360.0624,3.5886,0.26033,1.5259e-05,0,0.2568,1,0.00011648,0.00011648,
15,360.0571,3.6684,0.0016771,1,0,0.0016771,-6,3.8774e-05,3.8774e-05,
16,359.1321,4.6685,0.12599,1.8626e-09,0,0.12558,1,3.3006e-06,3.3006e-06,
17,358.8684,5.4755,0.084151,4.7684e-07,0,0.084052,1,2.9522e-06,2.9522e-06,
18,358.8532,5.686,0.067205,4.6566e-10,0,0.067124,0,2.8178e-07,2.8178e-07,
19,358.853,7.7075,6.4575e-05,1,0,6.4575e-05,-6,1.6965e-07,1.6965e-07,
