"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,71.4001,6.721e-05,NaN,NaN,NaN,NaN,NaN,79.9366,79.9366,
1,71.4001,0.18105,10.0521,0.5,0,3.6194,1,20.4142,20.4142,
2,56.331,0.23088,2.5177,1,0,1.7348,1,13.1715,13.1715,
3,46.4783,0.32995,4.2958,1,0,3.148,1,4.181,4.181,
4,44.4935,0.3886,0.76203,1,0,0.74872,1,1.4918,1.4918,
5,40.471,0.44062,1.7624,1,0,1.5919,1,0.10367,0.10367,
6,40.1868,0.50679,0.14438,0.125,0,0.14427,1,0.29523,0.29523,
7,38.3148,0.55732,1.1265,0.0078125,0,0.91008,1,0.095595,0.095595,
8,38.2759,0.63428,0.7849,9.5367e-07,0,0.74318,1,0.038868,0.038868,
9,38.2883,0.67697,0.011923,0.125,0,0.011923,1,0.036675,0.036675,
10,38.8949,1.2176,0.73175,0.0078125,0,0.66961,1,0.0081998,0.0081998,
11,38.9066,1.2571,0.010838,1,0,0.010838,1,0.0021546,0.0021546,
12,38.989,1.3951,0.30787,0.00097656,0,0.30318,1,7.1417e-06,7.1417e-06,
13,38.9896,1.4333,0.00059962,1,0,0.00059962,1,6.639e-06,6.639e-06,
14,38.9822,1.5589,0.060657,1.1921e-07,0,0.060602,1,1.1945e-06,1.1945e-06,
15,38.982,1.5982,0.00013922,1,0,0.00013922,1,3.586e-07,3.586e-07,
