"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,604.4755,8.9109e-05,NaN,NaN,NaN,NaN,NaN,17.356,17.356,
1,604.4755,0.16467,4.0111,0.00097656,0,2.0874,1,14.6259,14.6259,
2,553.9333,0.82062,39.2255,6.1035e-05,0,2.633,1,12.1794,12.1794,
3,554.5451,0.8871,0.18448,0.125,0,0.18443,1,11.8675,11.8675,
4,561.5066,1.1569,5.3017,0.0039063,0,1.9711,1,6.5197,6.5197,
5,562.4799,1.2283,0.24108,0.5,0,0.24097,1,5.2396,5.2396,
6,561.6162,1.4412,2.3519,0.015625,0,1.3797,1,3.3746,3.3746,
7,562.0772,1.5075,0.11976,0.25,0,0.11974,1,3.0054,3.0054,
8,555.2527,1.7585,5.4304,0.0019531,0,1.8992,1,1.0622,1.0622,
9,555.5804,1.8277,0.10693,1,0,0.10692,1,0.3565,0.3565,
10,552.6336,2.0515,1.6656,0.00097656,0,1.2214,1,0.035032,0.035032,
11,552.6357,2.1211,0.00511,0.03125,0,0.00511,1,0.034751,0.034751,
12,548.0516,2.3663,0.83223,5.9605e-08,0,0.74791,1,0.019837,0.019837,
13,547.632,2.572,0.46691,0.00097656,0,0.44377,1,0.0052343,0.0052343,
14,547.6401,2.651,0.007266,1,0,0.007266,1,0.0016285,0.0016285,
15,548.0539,3.0998,0.38236,0.00097656,0,0.37249,1,0.0010015,0.0010015,
16,548.0501,3.1665,0.00301,1,0,0.00301,1,0.00027956,0.00027956,
17,546.7831,3.8415,0.17521,9.5367e-07,0,0.174,1,5.2973e-06,5.2973e-06,
18,546.4567,4.0433,0.051193,1.8626e-09,0,0.051166,1,1.2236e-06,1.2236e-06,
19,546.4335,4.2693,0.058644,7.4506e-09,0,0.058587,-6,3.9404e-07,3.9404e-07,
20,534.2719,4.6236,1.5974,4.6566e-10,1,1.196,0,0.46105,0.46105,
21,535.9098,10.7455,3.285,0.00097656,0,1.6633,-6,0.33564,0.33564,
22,535.7508,12.8602,0.051523,1,0,0.051522,1,0.087019,0.087019,
23,533.6357,19.2706,0.72126,0.0019531,0,0.65309,-6,0.02757,0.02757,
24,533.543,21.2425,0.023794,1,0,0.023794,-6,0.0078925,0.0078925,
25,531.1178,26.452,0.39176,0.00024414,0,0.38197,-6,0.00033474,0.00033474,
26,531.1247,28.4354,0.0020679,0.5,0,0.0020679,1,0.00030774,0.00030774,
27,530.8954,31.4477,0.16787,1.8626e-09,0,0.16693,-6,1.8283e-05,1.8283e-05,
28,530.8937,33.6778,0.00052703,1,0,0.00052703,1,9.1059e-06,9.1059e-06,
29,531.0104,36.8432,0.070845,2.9802e-08,0,0.070784,1,2.6478e-07,2.6478e-07,
30,531.0104,36.9119,3.2011e-08,1.4901e-08,0,3.2011e-08,1,2.6478e-07,2.6478e-07,
