"iter","time","maxviolation","meanviolation","cost",
0,0,34.054,34.054,67.6799,
1,0.24435,0.48864,0.48864,36.811,
2,0.4713,0.2266,0.2266,35.6118,
3,0.48607,0.15195,0.15195,35.7963,
4,0.4944,0.11695,0.11695,35.899,
5,0.50135,0.096565,0.096565,35.9661,
6,0.5237,0.06598,0.06598,36.0821,
7,0.53098,0.051301,0.051301,36.1476,
8,0.53859,0.042538,0.042538,36.1913,
9,0.54691,0.029281,0.029281,36.2673,
10,0.55458,0.02283,0.02283,36.3106,
11,0.56186,0.01896,0.01896,36.3397,
12,0.56985,0.013082,0.013082,36.3902,
13,0.57744,0.010205,0.010205,36.4192,
14,0.58756,0.0084797,0.0084797,36.4386,
15,0.60195,0.0058525,0.0058525,36.4724,
16,0.61231,0.0045698,0.0045698,36.4918,
17,0.62023,0.0037985,0.0037985,36.5048,
18,0.62883,0.0026229,0.0026229,36.5274,
19,0.63709,0.0022272,0.0022272,36.5362,
20,0.64448,0.0015927,0.0015927,36.552,
21,0.65363,0.0015902,0.0015902,36.552,
22,0.66313,0.00097474,0.00097474,36.5708,
23,0.66858,0.00097463,0.00097463,36.5708,
24,0.67871,0.00053385,0.00053385,36.5885,
25,0.68483,0.00053374,0.00053374,36.5885,
26,0.69423,0.00027181,0.00027181,36.6029,
27,0.70092,0.00027134,0.00027134,36.6029,
28,0.71207,0.00013235,0.00013235,36.6138,
29,0.71889,0.00013246,0.00013246,36.6137,
30,0.72935,6.255e-05,6.255e-05,36.6216,
31,0.73604,6.2396e-05,6.2396e-05,36.6216,
