"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,49.9084,6.1923e-05,NaN,NaN,NaN,NaN,NaN,3.284,3.284,
1,49.9084,0.038363,27.3112,0.5,0,3.846,1,1.1014,1.1014,
2,39.9688,0.068113,0.25095,1,0,0.2501,1,0.39384,0.39384,
3,39.7983,0.10769,2.6664,0.0625,0,1.8379,1,0.3895,0.3895,
4,39.7404,0.13958,0.16825,1,0,0.16801,1,0.15666,0.15666,
5,40.2809,0.20993,0.68492,0.00097656,0,0.63879,1,0.071154,0.071154,
6,41.6618,0.26123,1.0167,0.03125,0,0.89111,1,0.0082175,0.0082175,
7,41.6472,0.30649,0.011915,2.9802e-08,0,0.011915,1,0.0082184,0.0082184,
8,42.7799,0.35564,0.49078,0.0625,0,0.47301,1,0.00018393,0.00018393,
9,42.7836,0.38114,0.0027767,1,0,0.0027767,1,4.8285e-05,4.8285e-05,
10,42.6195,0.42504,0.093623,6.1035e-05,0,0.09349,1,1.003e-05,1.003e-05,
11,42.6204,0.45182,0.00063258,1,0,0.00063258,1,2.5093e-06,2.5093e-06,
12,42.5448,0.50773,0.042536,1.1921e-07,0,0.042524,1,1.0043e-06,1.0043e-06,
13,42.5515,0.58914,0.030623,1.4901e-08,0,0.030619,1,4.8363e-07,4.8363e-07,
14,42.5517,0.6115,0.00013892,1,0,0.00013892,1,1.2091e-07,1.2091e-07,
