"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,329.7795,4.4932e-05,NaN,NaN,NaN,NaN,NaN,66.6145,66.6145,
1,329.7795,0.27285,17.6498,0.03125,0,3.6036,1,27.4051,27.4051,
2,306.9959,0.51569,45.9509,0.015625,0,5.8072,1,26.7077,26.7077,
3,289.7319,0.61854,18.0298,0.015625,0,2.8316,1,16.952,16.952,
4,285.3996,1.0644,3.0573,0.00097656,0,1.7167,1,11.3992,11.3992,
5,285.3887,1.1273,0.084813,0.03125,0,0.084808,1,11.291,11.291,
6,283.1083,1.3487,3.9708,6.1035e-05,0,1.9497,1,7.2879,7.2879,
7,283.3863,1.4106,0.35878,1,0,0.35838,1,4.1781,4.1781,
8,288.766,1.6474,2.6365,0.03125,0,1.521,1,2.3076,2.3076,
9,288.6868,1.7043,0.19257,1,0,0.19251,1,1.151,1.151,
10,295.2754,1.8425,1.6394,0.0039063,0,1.1236,1,0.88359,0.88359,
11,295.1409,1.9033,0.11551,1,0,0.1155,1,0.40386,0.40386,
12,289.3494,2.0486,1.3304,0.0019531,0,1.012,1,0.12788,0.12788,
13,282.4167,2.2016,1.5333,0.00024414,0,1.1671,1,0.079259,0.079259,
14,282.3793,2.2676,0.025602,1,0,0.025602,1,0.019996,0.019996,
15,282.043,2.4317,0.4727,0.00024414,0,0.45329,1,0.0017853,0.0017853,
16,282.0352,2.488,0.0045017,1,0,0.0045017,1,0.00062194,0.00062194,
17,281.8527,2.8674,0.20657,0.00012207,0,0.20499,1,2.7206e-05,2.7206e-05,
18,281.8529,2.9238,0.00012435,0.03125,0,0.00012435,1,2.6829e-05,2.6829e-05,
