"iter","time","maxviolation","meanviolation","cost",
0,0,4.9714,4.9714,231.5163,
1,0.23909,0.098205,0.098205,49.5597,
2,0.49054,0.087772,0.087772,37.8701,
3,0.80612,0.026069,0.026069,36.5775,
4,1.1333,0.02161,0.02161,36.1515,
5,1.5749,0.015742,0.015742,34.9749,
6,1.9814,0.012743,0.012743,31.0886,
7,1.9927,0.010406,0.010406,31.0943,
8,2.0051,0.0031505,0.0031505,31.1185,
9,2.0184,0.0024392,0.0024392,31.1221,
10,2.0287,0.0019233,0.0019233,31.125,
11,2.038,0.0015253,0.0015253,31.1275,
12,2.0502,0.0012198,0.0012198,31.1297,
13,2.0626,0.00098711,0.00098711,31.1315,
14,2.0742,0.00081391,0.00081391,31.1331,
15,2.0856,0.00023679,0.00023679,31.14,
16,2.0987,0.00018589,0.00018589,31.1409,
17,2.1102,0.00014694,0.00014694,31.1417,
18,2.1205,0.00011696,0.00011696,31.1424,
19,2.1309,9.4667e-05,9.4667e-05,31.143,
20,2.1411,7.7827e-05,7.7827e-05,31.1434,
21,2.1551,2.3172e-05,2.3172e-05,31.1456,
22,2.1652,1.7935e-05,1.7935e-05,31.1459,
23,2.1767,1.4147e-05,1.4147e-05,31.1461,
24,2.1873,1.1251e-05,1.1251e-05,31.1463,
25,2.199,9.0493e-06,9.0493e-06,31.1465,
26,2.2132,7.389e-06,7.389e-06,31.1467,
27,2.231,3.4488e-06,3.4488e-06,31.1471,
28,2.2457,1.3827e-06,1.3827e-06,31.1475,
29,2.2612,1.3173e-06,1.3173e-06,31.1475,
30,2.2783,1.0697e-06,1.0697e-06,31.1476,
