"iter","time","maxviolation","meanviolation","cost",
0,0,1.1453,1.1453,63.5098,
1,0.020419,1.3153,1.3153,44.5238,
2,0.042027,0.070834,0.070834,46.1526,
3,0.075781,0.019387,0.019387,46.3178,
4,0.096315,0.014987,0.014987,46.3382,
5,0.11228,0.011672,0.011672,46.3553,
6,0.13593,0.0090805,0.0090805,46.3703,
7,0.14393,0.0071955,0.0071955,46.3825,
8,0.17101,0.0056626,0.0056626,46.3934,
9,0.1861,0.0045576,0.0045576,46.4022,
10,0.19332,0.0037447,0.0037447,46.4093,
11,0.23566,0.0010496,0.0010496,46.441,
12,0.24945,0.00082436,0.00082436,46.445,
13,0.26346,0.00065082,0.00065082,46.4485,
14,0.27721,0.00051724,0.00051724,46.4515,
15,0.28778,0.00041488,0.00041488,46.454,
16,0.2967,0.00033739,0.00033739,46.4562,
17,0.30761,9.9653e-05,9.9653e-05,46.4652,
18,0.31538,7.9004e-05,7.9004e-05,46.4663,
19,0.32348,6.2238e-05,6.2238e-05,46.4674,
20,0.33149,4.9384e-05,4.9384e-05,46.4683,
21,0.33956,3.954e-05,3.954e-05,46.4691,
22,0.3476,3.2071e-05,3.2071e-05,46.4698,
23,0.35961,9.6883e-06,9.6883e-06,46.4725,
24,0.36691,7.461e-06,7.461e-06,46.4729,
25,0.3741,5.8926e-06,5.8926e-06,46.4732,
26,0.38126,4.6746e-06,4.6746e-06,46.4735,
27,0.38839,3.7762e-06,3.7762e-06,46.4737,
28,0.39584,3.0548e-06,3.0548e-06,46.4739,
29,0.40267,2.5199e-06,2.5199e-06,46.4741,
30,0.41143,9.9786e-07,9.9786e-07,46.4747,
