"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,197.4282,4.682e-05,NaN,NaN,NaN,NaN,NaN,9.0896,9.0896,
1,197.4282,0.24972,3.6751,0.0039063,0,1.8542,1,8.4279,8.4279,
2,186.6371,0.43478,2.3556,0.0019531,0,1.3309,1,6.3087,6.3087,
3,185.9444,0.53278,0.12021,0.125,0,0.1202,1,6.2025,6.2025,
4,185.0564,1.1953,2.8415,0.0039063,0,1.3982,1,4.0892,4.0892,
5,179.2119,1.3944,3.5026,2.3842e-07,0,1.6725,1,3.4353,3.4353,
6,179.983,1.4967,0.13055,0.25,0,0.13053,1,3.3869,3.3869,
7,181.7009,1.8435,2.1189,0.0039063,0,1.3418,1,1.7565,1.7565,
8,180.5893,1.9509,0.19534,1,0,0.1953,1,1.7565,1.7565,
9,182.5495,2.3463,2.725,0.00097656,0,1.5659,1,1.0281,1.0281,
10,182.5478,2.4477,0.0041676,0.00097656,0,0.0041676,1,1.0279,1.0279,
11,183.0302,2.7675,1.0497,0.0019531,0,0.8542,1,0.57578,0.57578,
12,183.0498,2.8669,0.0088867,0.0078125,0,0.0088867,1,0.57488,0.57488,
13,180.7615,3.3521,1.6574,0.00012207,0,1.1987,1,0.21997,0.21997,
14,180.6451,3.4512,0.02033,0.125,0,0.02033,1,0.21138,0.21138,
15,182.3653,3.6448,0.89454,0.0039063,0,0.74828,1,0.08199,0.08199,
16,182.2086,3.7437,0.028663,0.5,0,0.028663,1,0.078203,0.078203,
17,183.2246,4.0298,0.53103,0.0078125,0,0.49234,1,0.035408,0.035408,
18,183.2704,4.1599,0.020211,1,0,0.020211,1,0.018492,0.018492,
19,182.9165,4.453,0.7342,6.1035e-05,0,0.67697,1,0.0078848,0.0078848,
20,182.9553,4.5527,0.0067928,1,0,0.0067928,1,0.0020847,0.0020847,
21,182.8514,5.0992,0.29867,3.8147e-06,0,0.29352,1,7.0695e-05,7.0695e-05,
22,182.5767,5.4664,0.18135,1.8626e-09,0,0.18031,1,6.2366e-05,6.2366e-05,
23,181.3318,6.1257,0.95451,4.6566e-10,1,0.82425,-6,0.13543,0.13543,
24,178.3893,9.233,0.78174,0.0019531,0,0.682,-6,0.050686,0.050686,
25,178.2454,11.2962,0.030099,1,0,0.030099,-6,0.041472,0.041472,
26,179.0335,16.1907,0.50035,1.4901e-08,0,0.4743,-6,0.009366,0.009366,
27,179.0783,18.2107,0.0098056,1,0,0.0098056,1,0.0044037,0.0044037,
28,179.7649,23.6414,0.41279,9.3132e-10,0,0.40144,-6,0.00039153,0.00039153,
29,179.7565,25.7269,0.0018437,1,0,0.0018437,1,0.0001555,0.0001555,
30,179.611,26.4913,0.12812,4.6566e-10,0,0.12768,-6,1.8732e-05,1.8732e-05,
31,179.7268,27.1548,0.098444,9.3132e-10,0,0.098275,-6,2.5431e-07,2.5431e-07,
32,179.7511,27.7889,0.044541,2.3842e-07,0,0.044522,-6,2.3862e-07,2.3862e-07,
33,179.7511,27.8836,5.1197e-07,6.1035e-05,0,5.1197e-07,1,2.3862e-07,2.3862e-07,
