"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,743.0889,7.0985e-05,NaN,NaN,NaN,NaN,NaN,147.5901,147.5901,
1,743.0889,0.59284,5.2973,1,0,3.58,1,4.9413,4.9413,
2,656.4347,0.73379,0.63154,1,0,0.62956,1,4.3017,4.3017,
3,575.3798,0.95731,78.4308,0.5,0,9.2801,1,13.9811,13.9811,
4,572.1429,1.2953,1.5654,0.0078125,0,1.1126,1,13.4055,13.4055,
5,571.5587,1.4517,0.21835,0.25,0,0.2183,1,12.7436,12.7436,
6,550.4197,2.0892,8.346,0.25,0,3.0121,1,1.2665,1.2665,
7,549.7671,2.2179,0.064209,0.125,0,0.064207,1,1.302,1.302,
8,534.9932,2.6374,2.7888,0.0039063,0,2.296,1,0.77506,0.77506,
9,529.2096,3.3184,2.2008,6.1035e-05,0,1.6219,1,0.63655,0.63655,
10,529.525,3.4591,0.097888,1,0,0.097883,1,0.5225,0.5225,
11,530.1316,3.9241,1.5546,0.00048828,0,1.1787,1,0.16803,0.16803,
12,529.4954,4.1781,0.71585,0.00012207,0,0.64042,1,0.056516,0.056516,
13,529.4251,4.2918,0.02267,1,0,0.02267,1,0.027604,0.027604,
14,530.0764,4.6895,0.82473,6.1035e-05,0,0.74481,1,0.010913,0.010913,
15,530.053,4.7971,0.007102,0.25,0,0.007102,1,0.010868,0.010868,
16,530.6019,5.2117,0.4903,0.00097656,0,0.47036,1,0.00039166,0.00039166,
17,530.6067,5.3193,0.0014938,1,0,0.0014938,1,0.00011825,0.00011825,
18,530.4866,5.9061,0.11068,5.9605e-08,0,0.11033,1,2.3682e-05,2.3682e-05,
19,530.488,6.0285,0.0004378,1,0,0.0004378,1,1.0153e-05,1.0153e-05,
20,530.2345,6.5026,0.075568,1.8626e-09,0,0.075496,1,1.4469e-07,1.4469e-07,
21,530.1805,7.5217,0.026031,9.3132e-10,0,0.026028,1,1.8513e-09,1.8513e-09,
22,530.1805,7.6341,4.5604e-07,0.0078125,0,4.5604e-07,1,1.8474e-09,1.8474e-09,
