"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,1435.643,4.7198e-05,NaN,NaN,NaN,NaN,NaN,7.1287,7.1287,
1,1435.643,0.44756,7.2804,0.03125,0,3.8434,1,4.0521,4.0521,
2,1351.4175,0.90262,4.2565,0.03125,0,2.799,1,7.088,7.088,
3,1339.8574,1.083,2.1175,0.0039063,0,1.2786,1,6.7546,6.7546,
4,1339.8371,1.2058,0.015822,0.0039063,0,0.015822,1,6.7429,6.7429,
5,1335.2467,1.9498,1.9154,0.00097656,0,1.2717,1,5.0964,5.0964,
6,1334.0985,2.7564,7.7979,0.0019531,0,2.2215,1,3.9374,3.9374,
7,1323.9214,3.1081,3.1774,0.00024414,0,1.6382,1,2.9487,2.9487,
8,1323.6522,3.23,0.0414,0.0625,0,0.0414,1,2.8664,2.8664,
9,1313.4943,3.8033,12.326,3.8147e-06,0,2.281,1,0.55627,0.55627,
10,1323.5106,4.1684,4.0541,0.0039063,0,1.7477,1,0.28962,0.28962,
11,1324.0274,4.3111,0.039484,1,0,0.039484,1,0.088403,0.088403,
12,1323.6137,4.7885,1.028,0.00012207,0,0.88774,1,0.0084038,0.0084038,
13,1323.5464,4.9381,0.005776,0.25,0,0.005776,1,0.0081869,0.0081869,
14,1322.7532,5.4577,0.52772,3.0518e-05,0,0.50348,1,0.0021176,0.0021176,
15,1322.0279,5.9356,0.3131,6.1035e-05,0,0.30791,1,2.7734e-05,2.7734e-05,
16,1322.4965,6.7017,0.12869,1.1921e-07,0,0.12829,1,8.7921e-06,8.7921e-06,
17,1322.099,7.4952,0.064546,3.7253e-09,0,0.064495,1,8.0729e-07,8.0729e-07,
18,1322.0981,7.6445,8.2766e-05,1,0,8.2766e-05,-6,3.5616e-07,3.5616e-07,
