"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,265.2164,6.1168e-05,NaN,NaN,NaN,NaN,NaN,132.4814,132.4814,
1,265.2164,0.44987,195.5973,0.25,0,10.6569,1,30.2401,30.2401,
2,170.0565,0.6032,0.09008,0.03125,0,0.090078,1,29.951,29.951,
3,169.1826,1.2252,2.6884,3.0518e-05,0,1.4236,1,26.1787,26.1787,
4,169.0958,1.3788,0.14577,0.125,0,0.14576,1,24.6117,24.6117,
5,163.7456,1.8494,3.701,0.00012207,0,1.6544,1,17.7216,17.7216,
6,165.4887,2.2614,2.8583,0.0078125,0,1.4224,1,14.715,14.715,
7,165.4823,2.4057,0.01011,0.00097656,0,0.01011,1,14.7087,14.7087,
8,169.2577,2.874,3.4874,0.03125,0,1.5872,1,12.0219,12.0219,
9,169.0248,3.0518,0.34803,1,0,0.34788,1,9.4445,9.4445,
10,171.0586,3.61,3.7483,0.00024414,0,1.7791,1,5.9506,5.9506,
11,172.1562,3.9975,2.7863,0.0039063,0,1.501,1,3.9477,3.9477,
12,169.9121,4.2803,3.0474,0.00012207,0,1.6422,1,3.896,3.896,
13,169.9422,4.4539,0.027171,0.015625,0,0.027171,1,3.8912,3.8912,
14,165.6921,4.9496,5.8894,0.00048828,0,1.9967,1,3.3768,3.3768,
15,164.8147,5.3374,2.7828,0.00048828,0,1.5394,1,3.1566,3.1566,
16,164.6987,5.505,0.11683,0.5,0,0.11682,1,2.6038,2.6038,
17,162.3424,5.9173,2.4638,0.0019531,0,1.4154,1,1.8833,1.8833,
18,161.7118,6.335,3.2152,0.00097656,0,1.7282,1,1.3086,1.3086,
19,161.6833,6.4792,0.02506,0.0625,0,0.02506,1,1.2744,1.2744,
20,159.4225,6.9822,2.5693,7.6294e-06,0,1.5316,1,0.38163,0.38163,
21,159.5938,7.3623,1.6675,0.0039063,0,1.1777,1,0.32691,0.32691,
22,159.5817,7.5362,0.011759,0.0625,0,0.011759,1,0.31685,0.31685,
23,160.7578,8.0201,1.0608,0.0019531,0,0.8521,1,0.13131,0.13131,
24,160.7329,8.1566,0.026478,1,0,0.026478,1,0.052129,0.052129,
25,160.9488,9.4691,0.47842,0.00097656,0,0.45304,1,0.018312,0.018312,
26,160.9349,9.6079,0.014393,1,0,0.014393,1,0.015369,0.015369,
27,160.3736,9.8843,0.37486,1.1921e-07,0,0.36047,1,0.0038381,0.0038381,
28,160.3788,10.0477,0.0053874,1,0,0.0053874,1,0.0021512,0.0021512,
29,160.4368,10.7531,0.23987,0.00024414,0,0.23601,1,0.00036978,0.00036978,
30,160.435,10.9039,0.0015817,0.5,0,0.0015817,-6,0.00036027,0.00036027,
31,158.1061,11.306,0.22058,4.7684e-07,0,0.21829,1,2.5721e-05,2.5721e-05,
32,158.1055,14.004,0.00049668,1,0,0.00049668,1,1.8262e-05,1.8262e-05,
33,158.0046,15.0345,0.086282,9.5367e-07,0,0.086165,1,3.3349e-07,3.3349e-07,
34,157.9608,15.6725,0.04557,2.9802e-08,0,0.045542,1,2.3242e-07,2.3242e-07,
35,157.9608,15.8523,2.9245e-05,0.5,0,2.9245e-05,1,1.795e-07,1.795e-07,
