"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,108.7103,5.2861e-05,NaN,NaN,NaN,NaN,NaN,243.662,243.662,
1,108.7103,0.35606,70.723,1,0,5.3658,1,186.1601,186.1601,
2,94.3316,0.41729,0.43423,0.0625,0,0.43332,1,181.5252,181.5252,
3,90.6528,0.66351,7.8075,0.0019531,0,2.9213,1,153.0545,153.0545,
4,90.0543,0.72604,1.5343,0.5,0,1.4933,1,153.0137,153.0137,
5,101.8666,0.89024,213.984,1,0,6.9327,1,26.0148,26.0148,
6,101.3996,0.94976,0.55345,1,0,0.55181,1,8.0679,8.0679,
7,92.1051,1.2657,5.2657,0.015625,0,2.1916,1,4.2633,4.2633,
8,90.1896,1.3938,2.5258,0.0019531,0,1.4276,1,2.7191,2.7191,
9,87.9042,1.5167,2.0703,0.00048828,0,1.3469,1,1.298,1.298,
10,88.1202,1.5738,0.16135,1,0,0.16132,1,0.76914,0.76914,
11,85.8686,1.7644,25.1899,0.0625,0,3.0781,1,0.41469,0.41469,
12,86.0548,1.8243,0.081008,1,0,0.081003,1,0.18063,0.18063,
13,85.661,1.9985,1.2047,0.00024414,0,0.99277,1,0.071876,0.071876,
14,85.7301,2.0573,0.026426,1,0,0.026425,1,0.018538,0.018538,
15,84.5883,2.2064,0.48712,6.1035e-05,0,0.46743,1,0.0022029,0.0022029,
16,84.6007,2.2642,0.0052991,0.5,0,0.0052991,1,0.0018532,0.0018532,
17,83.3081,2.5027,0.29123,6.1035e-05,0,0.28698,1,2.5225e-05,2.5225e-05,
18,83.1436,2.6996,0.073463,1.5259e-05,0,0.073395,1,5.5188e-06,5.5188e-06,
19,82.9952,2.8592,0.066265,7.4506e-09,0,0.066217,1,2.6588e-08,2.6588e-08,
20,82.9439,3.0642,0.023106,4.6566e-10,0,0.023104,1,1.0676e-08,1.0676e-08,
21,78.6803,3.2442,3.7061,4.6566e-10,1,1.7837,0,6.3363,6.3363,
22,78.7579,3.7112,1.599,0.015625,0,1.1011,1,4.8784,4.8784,
23,78.7579,5.9573,4.2725e-13,4.6566e-10,1,4.2722e-13,-6,4.8784,4.8784,
