"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,186.2882,6.4566e-05,NaN,NaN,NaN,NaN,NaN,57.2841,57.2841,
1,186.2882,0.16056,28.332,0.00097656,0,3.0353,1,49.9214,49.9214,
2,168.7052,0.38407,23.5386,0.0078125,0,2.9339,1,36.7379,36.7379,
3,140.8658,1.1029,18.049,0.0019531,0,3.7185,1,7.4956,7.4956,
4,136.6153,1.3674,8.0896,0.03125,0,2.214,1,6.5466,6.5466,
5,137.5043,1.5067,0.15966,0.25,0,0.15963,1,5.9591,5.9591,
6,136.9534,1.793,2.2278,0.00024414,0,1.3719,1,3.9864,3.9864,
7,137.3126,1.8763,0.080121,0.125,0,0.080118,1,3.749,3.749,
8,134.0554,2.2125,2.5661,0.00012207,0,1.4974,1,1.6086,1.6086,
9,137.5052,2.5697,4.2469,0.015625,0,1.9135,1,1.5671,1.5671,
10,136.5791,2.6516,0.12741,1,0,0.12739,1,0.65724,0.65724,
11,136.9764,3.0326,1.1909,7.6294e-06,0,0.94074,1,0.26919,0.26919,
12,136.6149,3.1174,0.050952,1,0,0.050952,1,0.10292,0.10292,
13,137.2774,3.6449,1.1939,0.00097656,0,0.9888,1,0.032384,0.032384,
14,137.2572,3.7246,0.0033764,0.015625,0,0.0033764,1,0.032323,0.032323,
15,137.2466,3.8826,0.43567,6.1035e-05,0,0.41489,1,0.010178,0.010178,
16,136.363,4.1296,0.56071,6.1035e-05,0,0.51787,1,0.0076766,0.0076766,
17,136.8109,4.5666,0.39076,3.0518e-05,0,0.3783,1,0.00071553,0.00071553,
18,136.8264,4.647,0.0021816,0.5,0,0.0021816,1,0.00054315,0.00054315,
19,136.5099,4.8631,0.16513,3.7253e-09,0,0.16394,1,9.6752e-05,9.6752e-05,
20,136.23,5.083,0.15232,0.00024414,0,0.15131,-6,4.0296e-06,4.0296e-06,
21,136.2317,7.1422,0.00024778,1,0,0.00024778,1,2.3866e-06,2.3866e-06,
