"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,153.8254,6.1546e-05,NaN,NaN,NaN,NaN,NaN,45.9602,45.9602,
1,153.8254,0.1034,38.0034,0.0625,0,5.6756,1,20.4032,20.4032,
2,111.9663,0.21492,11.6754,0.00097656,0,2.6938,1,16.5966,16.5966,
3,108.3676,0.42864,5.9707,0.0078125,0,2.1257,1,15.9791,15.9791,
4,109.0658,0.49436,0.5631,1,0,0.56193,1,14.7403,14.7403,
5,124.1279,0.67099,41.8077,1,0,5.2662,1,5.2359,5.2359,
6,123.8855,0.74026,0.11886,0.125,0,0.11885,1,5.1165,5.1165,
7,123.1046,0.93977,4.3506,0.00024414,0,1.8094,1,2.6328,2.6328,
8,122.7344,1.0051,0.24278,1,0,0.24268,1,2.184,2.184,
9,118.1804,1.1948,3.143,0.0078125,0,1.6375,1,1.6505,1.6505,
10,117.9517,1.2611,0.1425,1,0,0.14248,1,0.7483,0.7483,
11,114.0684,1.6842,1.4496,0.0019531,0,1.1056,1,0.332,0.332,
12,109.715,1.8546,1.6445,7.6294e-06,0,1.2238,1,0.25177,0.25177,
13,109.6972,2.1633,1.5883,0.0039063,0,1.1707,1,0.22791,0.22791,
14,109.7714,2.2284,0.039839,1,0,0.039839,1,0.057049,0.057049,
15,108.1341,2.3978,0.95012,0.00024414,0,0.83659,1,0.0092272,0.0092272,
16,108.1227,2.4648,0.0080118,1,0,0.0080118,1,0.0023553,0.0023553,
17,107.0784,2.7342,0.2645,3.8147e-06,0,0.26031,1,0.00023531,0.00023531,
18,107.0763,2.7972,0.001266,1,0,0.001266,1,5.8898e-05,5.8898e-05,
19,107.0217,3.1125,0.15971,6.1035e-05,0,0.15898,1,2.7849e-05,2.7849e-05,
20,107.0225,3.1754,0.0004978,1,0,0.0004978,1,9.1089e-06,9.1089e-06,
21,107.0064,4.7251,0.070018,1.4901e-08,0,0.069959,1,3.2788e-07,3.2788e-07,
22,107.0065,4.7865,4.7703e-05,0.5,0,4.7703e-05,1,2.4762e-07,2.4762e-07,
