"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,67.6799,5.2106e-05,NaN,NaN,NaN,NaN,NaN,34.054,34.054,
1,67.6799,0.063033,7.2366,0.125,0,2.399,1,29.9903,29.9903,
2,59.437,0.10904,0.028504,6.1035e-05,0,0.028503,1,30.0026,30.0026,
3,67.6966,0.23369,24.4857,1,0,3.407,1,0.3459,0.3459,
4,67.6185,0.29751,0.02551,0.015625,0,0.025509,1,0.34947,0.34947,
5,63.1554,0.36128,0.86473,0.25,0,0.80147,1,0.53065,0.53065,
6,62.0371,0.40362,0.10564,0.25,0,0.10561,1,0.52252,0.52252,
7,59.1739,0.47683,1.454,0.0019531,0,1.2493,1,0.011753,0.011753,
8,58.8853,0.56306,0.42986,1.5259e-05,0,0.41153,1,0.0013765,0.0013765,
9,58.8519,0.60102,0.0070674,1,0,0.0070674,1,0.00075885,0.00075885,
10,58.7842,0.72505,0.21527,3.0518e-05,0,0.21322,1,9.1587e-05,9.1587e-05,
11,58.7762,0.76205,0.0017242,1,0,0.0017242,1,4.5014e-05,4.5014e-05,
12,58.6894,0.91765,0.091356,0.00024414,0,0.091196,1,9.2851e-06,9.2851e-06,
13,58.6907,0.95591,0.00028544,0.25,0,0.00028544,1,8.1945e-06,8.1945e-06,
