"iter","time","maxviolation","meanviolation","cost",
0,0,34.7507,34.7507,127.6041,
1,0.23777,0.242,0.242,34.7223,
2,0.65512,0.022584,0.022584,28.5667,
3,0.85747,0.024239,0.024239,27.8051,
4,0.86417,0.019242,0.019242,27.8133,
5,0.87143,0.015387,0.015387,27.8203,
6,0.87845,0.012434,0.012434,27.8264,
7,0.88669,0.010191,0.010191,27.8314,
8,0.90997,0.0029528,0.0029528,27.8538,
9,0.92748,0.0023247,0.0023247,27.8567,
10,0.94178,0.0018409,0.0018409,27.8593,
11,0.95133,0.0014684,0.0014684,27.8615,
12,0.96283,0.0011827,0.0011827,27.8634,
13,0.97602,0.00096492,0.00096492,27.8649,
14,0.98487,0.00080128,0.00080128,27.8663,
15,0.99577,0.0002232,0.0002232,27.8727,
16,1.0037,0.00017653,0.00017653,27.8735,
17,1.0147,0.00014048,0.00014048,27.8741,
18,1.0246,0.0001128,0.0001128,27.8747,
19,1.0319,9.1634e-05,9.1634e-05,27.8752,
20,1.039,7.5817e-05,7.5817e-05,27.8757,
21,1.0512,2.1822e-05,2.1822e-05,27.8776,
22,1.0588,1.6901e-05,1.6901e-05,27.8779,
23,1.0661,1.3427e-05,1.3427e-05,27.8781,
24,1.0735,1.0759e-05,1.0759e-05,27.8783,
25,1.0816,8.7205e-06,8.7205e-06,27.8784,
26,1.0891,7.1741e-06,7.1741e-06,27.8785,
27,1.0983,2.3762e-06,2.3762e-06,27.8791,
28,1.1061,1.5549e-06,1.5549e-06,27.8792,
29,1.1138,1.2784e-06,1.2784e-06,27.8793,
30,1.1218,1.029e-06,1.029e-06,27.8793,
