"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,231.5163,4.7575e-05,NaN,NaN,NaN,NaN,NaN,4.9714,4.9714,
1,231.5163,0.14136,3.6873,0.0625,0,2.2735,1,9.7359,9.7359,
2,205.5014,0.27138,0.23592,1,0,0.23585,1,2.7189,2.7189,
3,202.1023,0.49785,2.3285,0.00048828,0,1.3451,1,1.3741,1.3741,
4,201.3238,1.5977,1.6977,0.00097656,0,1.1046,1,1.0053,1.0053,
5,200.7289,1.7145,0.082259,1,0,0.082257,1,0.3491,0.3491,
6,198.761,2.2994,1.052,1.5259e-05,0,0.87203,1,0.10959,0.10959,
7,197.5988,2.6713,0.71863,6.1035e-05,0,0.65941,1,0.027558,0.027558,
8,197.4974,2.8363,0.014364,0.5,0,0.014364,1,0.024403,0.024403,
9,197.5614,3.1926,0.6309,0.0019531,0,0.58953,1,0.0023107,0.0023107,
10,197.5356,3.3231,0.0035348,1,0,0.0035348,1,0.00063925,0.00063925,
11,197.3681,3.6219,0.21992,1.1921e-07,0,0.21815,1,7.8937e-06,7.8937e-06,
12,197.3666,3.7349,0.00020767,1,0,0.00020767,1,2.206e-06,2.206e-06,
