"iter","time","maxviolation","meanviolation","cost",
0,0,9.0896,9.0896,197.4282,
1,0.25729,0.11036,0.11036,47.37,
2,0.52161,0.019691,0.019691,37.3308,
3,0.80128,0.014459,0.014459,35.0164,
4,1.0732,0.011266,0.011266,34.5859,
5,1.6142,0.0087977,0.0087977,32.9812,
6,1.7837,0.010843,0.010843,32.3745,
7,1.7913,0.0088521,0.0088521,32.3789,
8,1.8005,0.0070667,0.0070667,32.3833,
9,1.8151,0.0021138,0.0021138,32.3999,
10,1.825,0.0016815,0.0016815,32.402,
11,1.8356,0.0013315,0.0013315,32.404,
12,1.8457,0.0010573,0.0010573,32.4057,
13,1.8558,0.00084546,0.00084546,32.4072,
14,1.8645,0.00069358,0.00069358,32.4084,
15,1.8762,0.00021132,0.00021132,32.4136,
16,1.8841,0.00016778,0.00016778,32.4143,
17,1.8916,0.00013294,0.00013294,32.4149,
18,1.8993,0.00010564,0.00010564,32.4154,
19,1.9063,8.4455e-05,8.4455e-05,32.4159,
20,1.9135,6.8218e-05,6.8218e-05,32.4163,
21,1.924,2.0748e-05,2.0748e-05,32.418,
22,1.9317,1.6528e-05,1.6528e-05,32.4181,
23,1.939,1.256e-05,1.256e-05,32.4184,
24,1.9464,9.8927e-06,9.8927e-06,32.4185,
25,1.9542,8.0025e-06,8.0025e-06,32.4187,
26,1.9619,6.4877e-06,6.4877e-06,32.4188,
27,1.9697,5.3192e-06,5.3192e-06,32.4189,
28,1.978,1.1651e-06,1.1651e-06,32.4195,
29,1.9865,1.2262e-06,1.2262e-06,32.4194,
30,1.9945,9.9907e-07,9.9907e-07,32.4195,
