"iter","time","maxviolation","meanviolation","cost",
0,0,12.1799,12.1799,113.1607,
1,0.28481,0.41744,0.41744,57.416,
2,0.40513,0.093295,0.093295,53.4612,
3,0.41988,0.071853,0.071853,53.5006,
4,0.42684,0.05927,0.05927,53.5266,
5,0.45354,0.040409,0.040409,53.5712,
6,0.46085,0.031447,0.031447,53.5961,
7,0.47255,0.026031,0.026031,53.6129,
8,0.49374,0.017892,0.017892,53.6418,
9,0.50088,0.013973,0.013973,53.6581,
10,0.50845,0.011612,0.011612,53.669,
11,0.5161,0.0080198,0.0080198,53.6881,
12,0.52352,0.0062572,0.0062572,53.699,
13,0.53117,0.0051979,0.0051979,53.7064,
14,0.53892,0.0035904,0.0035904,53.7191,
15,0.54568,0.002803,0.002803,53.7264,
16,0.55226,0.002329,0.002329,53.7313,
17,0.55994,0.0016092,0.0016092,53.7398,
18,0.56769,0.0012558,0.0012558,53.7447,
19,0.57583,0.0010435,0.0010435,53.748,
20,0.5843,0.0007209,0.0007209,53.7537,
21,0.5912,0.00056255,0.00056255,53.757,
22,0.59811,0.00054274,0.00054274,53.7574,
23,0.60618,0.00040207,0.00040207,53.7608,
24,0.61231,0.00040005,0.00040005,53.7608,
25,0.62114,0.00025232,0.00025232,53.7651,
26,0.62834,0.00025274,0.00025274,53.765,
27,0.63629,0.00014205,0.00014205,53.7691,
28,0.64297,0.00014145,0.00014145,53.7692,
29,0.65278,7.2841e-05,7.2841e-05,53.7727,
30,0.65868,7.2628e-05,7.2628e-05,53.7727,
