"iter","time","maxviolation","meanviolation","cost",
0,0,42.5325,42.5325,345.4115,
1,0.25862,1.0182,1.0182,152.9988,
2,0.55984,0.057997,0.057997,143.258,
3,0.60261,0.048135,0.048135,143.2382,
4,0.61334,0.014415,0.014415,143.3511,
5,0.62131,0.011315,0.011315,143.3667,
6,0.62945,0.0089219,0.0089219,143.3803,
7,0.63751,0.0070781,0.0070781,143.392,
8,0.6456,0.0056641,0.0056641,143.4021,
9,0.65372,0.0045888,0.0045888,143.4107,
10,0.66182,0.0037884,0.0037884,143.4177,
11,0.67667,0.0010891,0.0010891,143.4502,
12,0.68458,0.00085758,0.00085758,143.4545,
13,0.69229,0.00067902,0.00067902,143.4581,
14,0.69989,0.00054188,0.00054188,143.4613,
15,0.70762,0.00043735,0.00043735,143.464,
16,0.71523,0.00035892,0.00035892,143.4662,
17,0.72704,0.00010491,0.00010491,143.4762,
18,0.73643,8.2547e-05,8.2547e-05,143.4775,
19,0.74408,6.5077e-05,6.5077e-05,143.4786,
20,0.75128,5.1814e-05,5.1814e-05,143.4796,
21,0.75878,4.1698e-05,4.1698e-05,143.4805,
22,0.76596,3.406e-05,3.406e-05,143.4812,
23,0.77521,1.0779e-05,1.0779e-05,143.4841,
24,0.78273,7.7545e-06,7.7545e-06,143.4847,
25,0.79065,6.1921e-06,6.1921e-06,143.485,
26,0.79815,4.9258e-06,4.9258e-06,143.4853,
27,0.80609,3.965e-06,3.965e-06,143.4856,
28,0.81361,3.2365e-06,3.2365e-06,143.4858,
29,0.82234,7.2588e-07,7.2588e-07,143.4869,
30,0.83048,7.6065e-07,7.6065e-07,143.4868,
