"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,111.0634,7.6649e-05,NaN,NaN,NaN,NaN,NaN,65.6159,65.6159,
1,111.0634,0.27042,8.0674,0.015625,0,2.5223,1,57.2677,57.2677,
2,108.2907,0.33121,1.1008,1,0,1.0867,1,35.5127,35.5127,
3,99.3879,0.44263,11.69,0.03125,0,3.606,1,13.5447,13.5447,
4,97.6441,0.54962,2.4615,0.015625,0,1.3452,1,9.9796,9.9796,
5,94.5363,0.64256,5.0152,0.03125,0,1.925,1,3.2463,3.2463,
6,92.7873,0.87758,3.152,0.03125,0,1.5765,1,2.5214,2.5214,
7,90.7746,0.93769,0.22231,0.25,0,0.22215,1,2.9096,2.9096,
8,80.1691,1.1742,4.8776,0.015625,0,2.3963,1,1.3841,1.3841,
9,79.5459,1.2312,0.11928,1,0,0.11926,1,0.35771,0.35771,
10,75.8822,1.5217,1.7839,0.00012207,0,1.4842,1,0.24692,0.24692,
11,76.139,1.6719,1.7991,0.00097656,0,1.2792,1,0.10213,0.10213,
12,75.5319,1.7969,1.2194,0.00097656,0,1.0067,1,0.018313,0.018313,
13,75.555,1.8544,0.012157,1,0,0.012157,1,0.0045959,0.0045959,
14,75.363,1.9651,0.46707,0.0019531,0,0.44645,1,0.0017081,0.0017081,
15,75.3515,2.0202,0.0057688,1,0,0.0057688,1,0.0010477,0.0010477,
16,75.2588,2.3156,0.23715,3.0518e-05,0,0.23462,1,2.6166e-05,2.6166e-05,
17,75.2322,2.6059,0.072041,1.9073e-06,0,0.071963,1,6.6408e-06,6.6408e-06,
18,75.233,2.6607,0.00038659,1,0,0.00038659,-6,3.6717e-06,3.6717e-06,
19,75.2373,2.9885,0.069937,4.7684e-07,0,0.06988,1,2.8157e-07,2.8157e-07,
20,75.2361,3.2459,0.045128,4.7684e-07,0,0.045104,1,2.429e-07,2.429e-07,
21,75.1982,3.4151,0.026391,4.6566e-10,0,0.02639,0,2.6314e-08,2.6314e-08,
22,75.1867,3.7667,0.013967,2.9802e-08,0,0.013966,1,4.2134e-09,4.2134e-09,
23,75.1867,3.8226,7.0171e-08,3.8147e-06,0,7.0171e-08,1,4.2135e-09,4.2135e-09,
