"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,394.4259,9.6283e-05,NaN,NaN,NaN,NaN,NaN,30.2742,30.2742,
1,394.4259,0.39693,9.1698,1,0,4.3019,1,24.6719,24.6719,
2,303.0436,0.4946,0.53428,1,0,0.53266,1,6.4081,6.4081,
3,280.2986,0.8601,5.0729,0.0078125,0,2.9077,1,2.011,2.011,
4,279.158,0.9538,0.098206,1,0,0.0982,1,0.50279,0.50279,
5,273.2768,1.2606,1.4483,3.0518e-05,0,1.1634,1,0.076783,0.076783,
6,272.3166,1.8456,0.87207,6.1035e-05,0,0.76403,1,0.015782,0.015782,
7,270.9461,2.0931,0.67892,0.0019531,0,0.61453,1,0.015245,0.015245,
8,271.0229,2.1869,0.014378,1,0,0.014378,1,0.012065,0.012065,
9,270.9549,2.5557,0.37178,6.1035e-05,0,0.35935,1,0.0024277,0.0024277,
10,270.9551,2.6939,4.0759e-05,6.1035e-05,0,4.0759e-05,1,0.0024277,0.0024277,
