"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,47.3054,6.6454e-05,NaN,NaN,NaN,NaN,NaN,5.6496,5.6496,
1,47.3054,0.041966,5.7568,1,0,2.7341,1,1.3474,1.3474,
2,32.73,0.075681,0.30997,0.0625,0,0.30746,1,1.6301,1.6301,
3,36.0252,0.12548,32.9873,0.125,0,3.1829,1,0.40193,0.40193,
4,35.9691,0.1558,0.097436,0.25,0,0.097397,1,0.36398,0.36398,
5,35.6002,0.19244,1.1932,0.03125,0,0.98599,1,0.052599,0.052599,
6,35.6085,0.22304,0.050412,1,0,0.050405,1,0.013426,0.013426,
7,36.2425,0.27205,0.59658,3.8147e-06,0,0.56455,1,0.0017555,0.0017555,
8,36.2617,0.3185,0.37457,0.00048828,0,0.36696,1,0.00012832,0.00012832,
9,36.2637,0.3433,0.0025872,1,0,0.0025872,1,4.1439e-05,4.1439e-05,
10,36.2548,0.39239,0.11841,6.1035e-05,0,0.11813,1,9.196e-07,9.196e-07,
11,36.1107,0.46197,0.053284,5.9605e-08,0,0.053261,1,4.2372e-07,4.2372e-07,
12,36.0587,0.55173,0.043381,3.7253e-09,0,0.043368,1,8.0058e-08,8.0058e-08,
13,36.0587,0.57813,2.4056e-05,0.0625,0,2.4056e-05,-6,7.8622e-08,7.8622e-08,
