"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,161.319,6.1546e-05,NaN,NaN,NaN,NaN,NaN,0.021407,0.021407,
1,161.319,0.095724,2.168,0.25,0,1.8786,1,0.52041,0.52041,
2,134.3182,0.1669,0.0064095,0.00048828,0,0.0064094,1,0.5214,0.5214,
3,132.4402,0.5553,1.7033,0.00097656,0,1.191,1,0.21384,0.21384,
4,130.6566,0.78511,1.1796,1.5259e-05,0,0.94907,1,0.087729,0.087729,
5,130.7304,0.85191,0.044691,1,0,0.04469,1,0.061542,0.061542,
6,128.7823,1.0676,0.7901,6.1035e-05,0,0.70841,1,0.010899,0.010899,
7,128.8242,1.1367,0.011965,1,0,0.011965,1,0.0043805,0.0043805,
8,128.1166,1.3323,0.42903,0.00024414,0,0.41205,1,0.001265,0.001265,
9,127.2857,1.5951,0.22497,1.9073e-06,0,0.22251,1,0.00013855,0.00013855,
10,125.3866,1.9322,0.26349,4.6566e-10,1,0.2605,0,0.00049218,0.00049218,
11,125.3818,3.9448,0.0014628,0.25,0,0.0014628,1,0.00043429,0.00043429,
12,125.2432,4.6403,0.17087,7.4506e-09,0,0.17,1,4.5909e-05,4.5909e-05,
13,125.2449,6.6263,0.00049291,0.25,0,0.00049291,-6,4.2224e-05,4.2224e-05,
14,125.1502,7.6211,0.14012,1.8626e-09,0,0.13952,1,1.0926e-05,1.0926e-05,
15,125.15,9.6195,7.9525e-05,0.03125,0,7.9525e-05,1,1.0777e-05,1.0777e-05,
