"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,208.5936,4.6065e-05,NaN,NaN,NaN,NaN,NaN,78.8402,78.8402,
1,208.5936,0.4137,5.486,0.00048828,0,1.8489,1,69.1159,69.1159,
2,203.2216,0.59783,4.7378,0.00012207,0,1.7186,1,55.476,55.476,
3,207.3699,0.70941,0.93309,1,0,0.92933,1,50.3164,50.3164,
4,198.2783,0.99834,37.1324,0.0039063,0,2.8162,1,37.6848,37.6848,
5,198.8264,1.1104,0.13399,0.03125,0,0.13397,1,37.5629,37.5629,
6,191.6431,1.4769,6.8734,0.0019531,0,2.6664,1,30.7679,30.7679,
7,195.6539,1.5882,0.73373,1,0,0.73188,1,30.6664,30.6664,
8,192.7316,1.8888,3.506,0.0039063,0,1.6183,1,23.4775,23.4775,
9,192.0804,1.9965,0.11296,0.0625,0,0.11295,1,22.7478,22.7478,
10,184.5303,2.4299,54.2129,0.25,0,3.2541,1,14.0979,14.0979,
11,186.4963,2.5428,0.27705,1,0,0.27695,1,3.9969,3.9969,
12,184.5788,2.7869,1.5849,1.9073e-06,0,1.0997,1,2.5153,2.5153,
13,185.4012,2.9124,0.11133,1,0,0.11133,1,0.63746,0.63746,
14,184.9735,3.3132,0.92066,0.00048828,0,0.78034,1,0.30708,0.30708,
15,185.2596,3.4215,0.039715,1,0,0.039715,1,0.081468,0.081468,
16,183.8535,3.744,0.99458,1.5259e-05,0,0.85944,1,0.031888,0.031888,
17,183.7292,3.8512,0.018075,1,0,0.018075,1,0.017063,0.017063,
18,183.1886,4.4043,0.57824,6.1035e-05,0,0.54598,1,0.0011462,0.0011462,
19,183.171,4.5132,0.002582,1,0,0.002582,1,0.00034636,0.00034636,
20,183.1228,5.2674,0.21425,1.5259e-05,0,0.21227,1,1.7922e-05,1.7922e-05,
21,183.2018,5.6221,0.11075,3.7253e-09,0,0.11051,1,3.7122e-06,3.7122e-06,
22,183.2006,7.7018,0.00017396,1,0,0.00017396,-6,1.8451e-06,1.8451e-06,
