"iter","time","maxviolation","meanviolation","cost",
0,0,3.284,3.284,49.9084,
1,0.11496,0.35303,0.35303,34.0212,
2,0.20439,0.025327,0.025327,34.5088,
3,0.21694,0.025327,0.025327,34.5088,
4,0.22692,0.025327,0.025327,34.5088,
5,0.23678,0.025327,0.025327,34.5088,
6,0.41469,0.0021608,0.0021608,34.6267,
7,0.42795,0.0021608,0.0021608,34.6267,
8,0.44105,0.0021608,0.0021608,34.6267,
9,0.45431,0.0021608,0.0021608,34.6267,
10,0.47073,0.0021608,0.0021608,34.6267,
11,0.48482,0.0021608,0.0021608,34.6267,
12,0.5599,0.00073227,0.00073227,34.6467,
13,0.57258,0.00073227,0.00073227,34.6467,
14,0.58502,0.00073227,0.00073227,34.6467,
15,0.5981,0.00073227,0.00073227,34.6467,
16,0.61316,0.00073227,0.00073227,34.6467,
17,0.62944,0.00073227,0.00073227,34.6467,
18,0.64602,0.00073227,0.00073227,34.6467,
19,0.66402,0.00073227,0.00073227,34.6467,
20,0.68399,0.00073227,0.00073227,34.6467,
21,0.70452,0.00073227,0.00073227,34.6467,
22,0.72599,0.00073227,0.00073227,34.6467,
23,0.75082,0.00073227,0.00073227,34.6467,
24,0.7749,0.00073227,0.00073227,34.6467,
25,0.79995,0.00073227,0.00073227,34.6467,
26,0.82456,0.00073227,0.00073227,34.6467,
27,0.84898,0.00073227,0.00073227,34.6467,
28,0.87364,0.00073227,0.00073227,34.6467,
29,0.89823,0.00073227,0.00073227,34.6467,
30,0.91991,0.00073227,0.00073227,34.6467,
