"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,2154.3101,6.6454e-05,NaN,NaN,NaN,NaN,NaN,32.5794,32.5794,
1,2154.3101,0.47622,3.925,0.0019531,0,2.4544,1,27.9297,27.9297,
2,2113.5683,0.63076,0.40484,1,0,0.40457,1,10.3718,10.3718,
3,2107.716,0.95535,3.3045,0.00048828,0,1.5506,1,8.8627,8.8627,
4,2094.5677,2.0019,2.9214,0.00012207,0,1.9051,1,4.3623,4.3623,
5,2094.1931,2.1606,0.18573,1,0,0.1857,1,2.126,2.126,
6,2089.6533,2.6736,1.6336,0.00024414,0,1.1226,1,1.3742,1.3742,
7,2089.9969,2.8133,0.072408,0.25,0,0.072406,1,1.352,1.352,
8,2085.1628,3.1097,1.9182,0.00012207,0,1.183,1,1.1962,1.1962,
9,2084.8535,3.3002,0.078515,0.5,0,0.078513,1,0.96997,0.96997,
10,2072.9195,4.244,1.3623,7.6294e-06,0,1.0276,1,0.4533,0.4533,
11,2072.6375,4.4134,0.034725,0.25,0,0.034724,1,0.41329,0.41329,
12,2066.1629,4.9632,1.3056,0.00048828,0,0.99798,1,0.22775,0.22775,
13,2066.2986,5.1396,0.022699,0.25,0,0.022699,1,0.20199,0.20199,
14,2072.0666,6.1614,0.98652,0.0078125,0,0.86314,1,0.012622,0.012622,
15,2072.1688,6.3446,0.011523,1,0,0.011523,1,0.0079927,0.0079927,
16,2064.8588,6.7931,0.38955,3.8147e-06,0,0.37414,1,0.00069969,0.00069969,
17,2062.8542,7.3581,0.18082,7.6294e-06,0,0.1795,1,0.00011272,0.00011272,
18,2062.8464,9.9087,0.00071527,1,0,0.00071527,1,3.0727e-05,3.0727e-05,
19,2062.0744,20.8067,0.10571,4.6566e-10,0,0.1055,0,5.1762e-08,5.1762e-08,
20,2062.0747,23.4366,2.9114e-05,1,0,2.9114e-05,-6,4.1639e-08,4.1639e-08,
