"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,127.6041,5.1729e-05,NaN,NaN,NaN,NaN,NaN,34.7507,34.7507,
1,127.6041,0.32689,5.3596,0.0625,0,2.0393,1,28.8827,28.8827,
2,118.7368,0.39882,0.034983,0.00048828,0,0.034982,1,28.9017,28.9017,
3,98.2149,0.73768,6.8298,0.25,0,3.185,1,5.4633,5.4633,
4,79.0407,0.84211,5.6018,0.0078125,0,3.1991,1,0.76754,0.76754,
5,78.8107,0.91033,0.066631,0.25,0,0.066628,1,0.70501,0.70501,
6,77.5039,1.0665,1.2835,0.00048828,0,0.9939,1,0.29616,0.29616,
7,77.1297,1.2381,1.6138,1.9073e-06,0,1.1942,1,0.26932,0.26932,
8,77.0045,1.2986,0.065763,1,0,0.065761,1,0.12759,0.12759,
9,76.088,1.6513,0.75948,0.00097656,0,0.6886,1,0.031458,0.031458,
10,76.0432,1.7094,0.024921,1,0,0.024921,1,0.018018,0.018018,
11,76.3078,1.8775,0.47517,0.0078125,0,0.455,1,0.0020116,0.0020116,
12,76.3167,1.9332,0.0056569,1,0,0.0056569,1,0.0009203,0.0009203,
13,75.9537,2.0908,0.20022,7.6294e-06,0,0.19815,1,0.0001127,0.0001127,
14,75.7674,2.272,0.13617,6.1035e-05,0,0.13547,1,2.725e-06,2.725e-06,
15,75.6432,2.7785,0.060007,4.6566e-10,0,0.059962,0,2.4273e-08,2.4273e-08,
16,75.659,3.442,0.019069,1.4901e-08,0,0.019067,-6,8.0884e-10,8.0884e-10,
17,75.659,3.4977,5.8435e-08,0.00012207,0,5.8435e-08,1,8.0882e-10,8.0882e-10,
