"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,1159.0819,5.8525e-05,NaN,NaN,NaN,NaN,NaN,403.3922,403.3922,
1,1159.0819,0.48168,43.3542,0.0039063,0,6.2015,1,249.4221,249.4221,
2,1069.9332,0.63493,0.88262,0.25,0,0.87962,1,242.5137,242.5137,
3,1047.6057,1.1197,9.343,0.0019531,0,2.442,1,209.2261,209.2261,
4,1053.9196,1.2726,1.1101,0.5,0,1.104,1,185.6571,185.6571,
5,1030.8882,2.0835,16.4228,1,0,3.7988,1,41.2476,41.2476,
6,1029.0622,2.2433,0.28112,0.25,0,0.28104,1,36.4086,36.4086,
7,1010.6321,2.5001,6.5893,0.0039063,0,2.2947,1,31.9667,31.9667,
8,1005.8944,2.8326,4.2296,0.00097656,0,1.6699,1,29.9906,29.9906,
9,1008.2509,2.9805,0.3418,1,0,0.34164,1,7.5645,7.5645,
10,1000.6513,3.2646,2.3341,0.00048828,0,1.2577,1,5.9684,5.9684,
11,993.8493,3.7816,4.0518,0.00012207,0,1.8043,1,4.1684,4.1684,
12,986.2521,5.2109,13.6842,0.0019531,0,2.9627,1,3.5927,3.5927,
13,986.0738,5.3814,0.17806,1,0,0.17804,1,1.9772,1.9772,
14,978.2392,5.7571,2.4892,1.5259e-05,0,1.4442,1,0.88193,0.88193,
15,982.8441,6.3066,1.5603,0.0039063,0,1.1111,1,0.40504,0.40504,
16,982.8436,6.4946,0.0019911,0.00097656,0,0.0019911,1,0.40489,0.40489,
17,983.4849,7.1471,1.019,1.5259e-05,0,0.85567,1,0.084017,0.084017,
18,983.4921,7.3114,0.019037,0.5,0,0.019037,1,0.064358,0.064358,
19,986.3376,7.6682,0.77285,0.0078125,0,0.67248,1,0.038112,0.038112,
20,986.3442,7.8301,0.013901,1,0,0.013901,1,0.011817,0.011817,
21,985.4659,9.1011,0.47351,7.6294e-06,0,0.45689,1,0.00023875,0.00023875,
22,985.4666,9.2631,0.001032,0.5,0,0.001032,1,0.00018453,0.00018453,
23,984.3474,9.6381,0.14383,0.00012207,0,0.14296,1,1.1865e-05,1.1865e-05,
24,984.3549,10.7511,0.05965,5.9605e-08,0,0.059601,1,2.7959e-06,2.7959e-06,
25,984.3549,10.9046,3.9381e-05,0.0625,0,3.9381e-05,-6,2.7164e-06,2.7164e-06,
