"iter","time","maxviolation","meanviolation","cost",
0,0,34.054,34.054,67.6799,
1,0.11718,1.0659,1.0659,35.1211,
2,0.16803,0.12722,0.12722,36.5234,
3,0.19816,0.030277,0.030277,36.9076,
4,0.20588,0.024313,0.024313,36.9457,
5,0.21365,0.019778,0.019778,36.978,
6,0.22133,0.016353,0.016353,37.005,
7,0.23468,0.0046377,0.0046377,37.1316,
8,0.24187,0.0036683,0.0036683,37.1476,
9,0.24947,0.0029154,0.0029154,37.1615,
10,0.25667,0.0023362,0.0023362,37.1736,
11,0.26421,0.0018931,0.0018931,37.1838,
12,0.27141,0.0015573,0.0015573,37.1924,
13,0.28276,0.00044698,0.00044698,37.2313,
14,0.29128,0.00035229,0.00035229,37.2364,
15,0.30042,0.00027943,0.00027943,37.2407,
16,0.30925,0.00022334,0.00022334,37.2445,
17,0.3178,0.00018036,0.00018036,37.2477,
18,0.32732,0.00014769,0.00014769,37.2504,
19,0.3391,4.3012e-05,4.3012e-05,37.2624,
20,0.34856,3.3893e-05,3.3893e-05,37.2639,
21,0.35689,2.6682e-05,2.6682e-05,37.2653,
22,0.36433,2.1312e-05,2.1312e-05,37.2665,
23,0.37171,1.7188e-05,1.7188e-05,37.2675,
24,0.3791,1.4043e-05,1.4043e-05,37.2683,
25,0.38662,1.1667e-05,1.1667e-05,37.269,
26,0.3997,3.2625e-06,3.2625e-06,37.2725,
27,0.40772,2.562e-06,2.562e-06,37.2729,
28,0.41569,2.0436e-06,2.0436e-06,37.2733,
29,0.42471,1.6425e-06,1.6425e-06,37.2736,
30,0.4331,1.3356e-06,1.3356e-06,37.2738,
