"iter","time","maxviolation","meanviolation","cost",
0,0,39.5412,39.5412,731.581,
1,0.27192,0.11176,0.11176,304.6428,
2,0.62504,0.02848,0.02848,300.9473,
3,1.0069,0.025571,0.025571,291.8345,
4,1.5153,0.029101,0.029101,285.1001,
5,1.5262,0.023843,0.023843,285.1135,
6,1.5388,0.0070115,0.0070115,285.1719,
7,1.5478,0.0055126,0.0055126,285.1798,
8,1.5559,0.0043569,0.0043569,285.1866,
9,1.5642,0.0034646,0.0034646,285.1925,
10,1.5726,0.0027821,0.0027821,285.1975,
11,1.5808,0.0022658,0.0022658,285.2018,
12,1.5926,0.00067572,0.00067572,285.2197,
13,1.6011,0.00053059,0.00053059,285.2221,
14,1.6098,0.00041837,0.00041837,285.2242,
15,1.6184,0.00033192,0.00033192,285.2261,
16,1.627,0.00026566,0.00026566,285.2277,
17,1.6359,0.00021538,0.00021538,285.229,
18,1.6437,0.00017869,0.00017869,285.2301,
19,1.6529,5.5804e-05,5.5804e-05,285.235,
20,1.6615,3.9769e-05,3.9769e-05,285.2359,
21,1.6696,3.1694e-05,3.1694e-05,285.2365,
22,1.6782,2.5332e-05,2.5332e-05,285.237,
23,1.6863,2.0509e-05,2.0509e-05,285.2374,
24,1.6949,1.6884e-05,1.6884e-05,285.2377,
25,1.7062,6.7553e-06,6.7553e-06,285.239,
26,1.7208,3.8098e-06,3.8098e-06,285.2395,
27,1.73,3.05e-06,3.05e-06,285.2397,
28,1.7396,2.4276e-06,2.4276e-06,285.2399,
29,1.7488,1.9552e-06,1.9552e-06,285.24,
30,1.7585,1.5991e-06,1.5991e-06,285.2401,
