"iter","time","maxviolation","meanviolation","cost",
0,0,266.0812,266.0812,697.1035,
1,0.25719,0.60676,0.60676,379.186,
2,0.53282,0.087242,0.087242,367.7633,
3,0.80835,0.023209,0.023209,361.9555,
4,1.0743,0.016572,0.016572,358.6142,
5,1.3804,0.0085992,0.0085992,355.2189,
6,1.6928,0.0076122,0.0076122,350.2123,
7,2.1576,0.0030558,0.0030558,345.4164,
8,2.5773,0.0015895,0.0015895,343.2056,
9,2.5857,0.0012347,0.0012347,343.2066,
10,2.5941,0.00096053,0.00096053,343.2074,
11,2.6024,0.00074823,0.00074823,343.2082,
12,2.61,0.00058431,0.00058431,343.2088,
13,2.6174,0.0004572,0.0004572,343.2094,
14,2.6252,0.00035889,0.00035889,343.2099,
15,2.6325,0.00028296,0.00028296,343.2103,
16,2.6399,0.00022446,0.00022446,343.2107,
17,2.6472,0.0001796,0.0001796,343.211,
18,2.6545,0.00014552,0.00014552,343.2113,
19,2.6612,0.0001205,0.0001205,343.2115,
20,2.6721,3.3703e-05,3.3703e-05,343.2126,
21,2.6791,2.7167e-05,2.7167e-05,343.2127,
22,2.6863,2.1483e-05,2.1483e-05,343.2128,
23,2.6934,1.7158e-05,1.7158e-05,343.2129,
24,2.7004,1.3869e-05,1.3869e-05,343.213,
25,2.7075,1.1396e-05,1.1396e-05,343.213,
26,2.7167,3.3884e-06,3.3884e-06,343.2134,
27,2.7241,2.5715e-06,2.5715e-06,343.2134,
28,2.7318,2.0645e-06,2.0645e-06,343.2134,
29,2.7396,1.6434e-06,1.6434e-06,343.2135,
30,2.7476,1.3223e-06,1.3223e-06,343.2135,
