"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,113.1607,5.8903e-05,NaN,NaN,NaN,NaN,NaN,12.1799,12.1799,
1,113.1607,0.051836,1.7229,1,0,1.441,1,1.9873,1.9873,
2,97.0298,0.098673,0.21786,0.0625,0,0.21762,1,2.42,2.42,
3,89.7012,0.15774,0.86466,0.0625,0,0.83971,1,8.8481,8.8481,
4,79.6771,0.19945,0.87162,0.25,0,0.84988,1,15.0188,15.0188,
5,85.506,0.24903,28.9878,0.25,0,5.3156,1,0.22486,0.22486,
6,82.7062,0.2887,0.21053,1,0,0.21023,1,0.28203,0.28203,
7,78.3901,0.35818,2.2334,0.00024414,0,1.6908,1,0.22248,0.22248,
8,77.1264,0.45849,0.94975,0.0019531,0,0.82409,1,0.10548,0.10548,
9,76.9538,0.49609,0.068822,1,0,0.068816,1,0.070111,0.070111,
10,77.8117,0.61927,1.1505,0.00048828,0,0.96598,1,0.028667,0.028667,
11,77.7271,0.66157,0.030019,0.5,0,0.030019,1,0.027053,0.027053,
12,77.3157,0.77095,0.50595,0.00097656,0,0.48594,1,0.002541,0.002541,
13,77.3393,0.81174,0.0083398,0.5,0,0.0083397,1,0.0022378,0.0022378,
14,76.6749,0.98682,0.3088,7.6294e-06,0,0.30401,1,2.0514e-06,2.0514e-06,
15,76.6743,1.0221,0.00018691,0.25,0,0.00018691,1,2.0214e-06,2.0214e-06,
