"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,47.5294,8.9109e-05,NaN,NaN,NaN,NaN,NaN,96.6774,96.6774,
1,47.5294,0.071357,59.2764,0.125,0,5.3514,1,71.6028,71.6028,
2,31.8773,0.15203,48.2836,1,0,4.9631,1,71.6455,71.6455,
3,31.6068,0.19859,0.092457,0.0019531,0,0.092432,1,71.6397,71.6397,
4,34.9185,0.29695,67.1849,1,0,4.9361,1,0.077195,0.077195,
5,34.3964,0.3344,0.076967,1,0,0.076945,1,0.020903,0.020903,
6,32.2655,0.3934,1.1246,0.015625,0,0.97158,1,0.048233,0.048233,
7,32.3885,0.47811,0.7168,0.00048828,0,0.65682,1,0.0089069,0.0089069,
8,32.2424,0.55745,0.33275,3.0518e-05,0,0.32625,1,0.0023517,0.0023517,
9,32.1926,0.63656,0.3162,0.00012207,0,0.30923,1,2.5436e-06,2.5436e-06,
10,32.1621,0.75113,0.0416,3.8147e-06,0,0.041587,1,5.9217e-07,5.9217e-07,
11,32.1622,0.78437,0.00010286,1,0,0.00010286,1,1.7186e-07,1.7186e-07,
