"iter","time","maxviolation","meanviolation","cost",
0,0,78.8402,78.8402,208.5936,
1,0.2499,0.099835,0.099835,42.008,
2,0.52304,0.075568,0.075568,31.8945,
3,0.98389,0.015617,0.015617,28.152,
4,1.1538,0.011163,0.011163,28.0511,
5,1.1632,0.0087715,0.0087715,28.0539,
6,1.1715,0.0069021,0.0069021,28.0564,
7,1.1796,0.0054554,0.0054554,28.0586,
8,1.1874,0.0043381,0.0043381,28.0604,
9,1.1953,0.0034782,0.0034782,28.0621,
10,1.2032,0.0028205,0.0028205,28.0634,
11,1.2109,0.0023227,0.0023227,28.0646,
12,1.2205,0.00066816,0.00066816,28.0699,
13,1.2281,0.00052742,0.00052742,28.0705,
14,1.2356,0.00041834,0.00041834,28.0711,
15,1.2431,0.00033446,0.00033446,28.0716,
16,1.2505,0.00027022,0.00027022,28.0721,
17,1.258,0.00022142,0.00022142,28.0724,
18,1.2697,6.5549e-05,6.5549e-05,28.074,
19,1.2763,4.978e-05,4.978e-05,28.0743,
20,1.284,4.024e-05,4.024e-05,28.0744,
21,1.2911,3.2172e-05,3.2172e-05,28.0746,
22,1.2983,2.5939e-05,2.5939e-05,28.0747,
23,1.3053,2.1179e-05,2.1179e-05,28.0749,
24,1.3122,1.7594e-05,1.7594e-05,28.075,
25,1.3211,5.9163e-06,5.9163e-06,28.0754,
26,1.3285,3.72e-06,3.72e-06,28.0755,
27,1.3359,3.0621e-06,3.0621e-06,28.0755,
28,1.3432,2.444e-06,2.444e-06,28.0756,
29,1.3507,1.9936e-06,1.9936e-06,28.0756,
30,1.358,1.6504e-06,1.6504e-06,28.0756,
