"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,202.8203,4.7953e-05,NaN,NaN,NaN,NaN,NaN,89.3761,89.3761,
1,202.8203,0.32638,5.8629,0.015625,0,1.9199,1,92.6915,92.6915,
2,187.1116,0.43614,0.98557,1,0,0.9795,1,44.5589,44.5589,
3,171.3267,0.56579,4.9778,0.00097656,0,2.4823,1,24.1776,24.1776,
4,166.4368,0.80294,4.6109,0.0039063,0,1.8312,1,19.5682,19.5682,
5,161.8523,0.98762,3.1675,0.03125,0,1.5411,1,13.8525,13.8525,
6,160.0748,1.0692,0.23001,0.25,0,0.22993,1,12.5054,12.5054,
7,154.1119,1.1756,2.2975,0.00097656,0,1.2675,1,8.5884,8.5884,
8,150.7596,1.4263,5.7016,6.1035e-05,0,1.9858,1,4.8469,4.8469,
9,149.0991,1.514,0.24402,1,0,0.24393,1,2.2921,2.2921,
10,145.7902,1.7334,7.8575,0.0039063,0,2.01,1,1.7869,1.7869,
11,146.8183,1.8188,0.14567,0.5,0,0.14565,1,1.6981,1.6981,
12,143.4122,2.1857,1.7474,0.0019531,0,1.2427,1,0.62804,0.62804,
13,142.7336,2.4818,0.96899,6.1035e-05,0,0.81747,1,0.26496,0.26496,
14,142.6328,2.5634,0.045477,0.5,0,0.045477,1,0.21237,0.21237,
15,140.8581,2.8838,1.4562,0.00012207,0,1.1087,1,0.16092,0.16092,
16,140.9346,2.9629,0.035612,1,0,0.035611,1,0.048664,0.048664,
17,141.2994,3.2956,0.99645,6.1035e-05,0,0.86732,1,0.029176,0.029176,
18,141.3287,3.377,0.02658,1,0,0.02658,1,0.02716,0.02716,
19,140.4824,3.7546,0.62882,6.1035e-05,0,0.57792,1,0.0054096,0.0054096,
20,137.9599,6.748,0.43785,9.5367e-07,0,0.4241,1,0.00049707,0.00049707,
21,137.7974,7.1627,0.15254,1.5259e-05,0,0.15175,1,0.00011982,0.00011982,
22,137.7971,7.2441,0.00093356,1,0,0.00093356,1,3.3523e-05,3.3523e-05,
23,137.1467,8.0638,0.10923,1.1921e-07,0,0.10898,1,1.0312e-07,1.0312e-07,
24,137.1467,10.0755,1.4866e-05,0.125,0,1.4866e-05,1,9.8734e-08,9.8734e-08,
