"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,54.9914,5.3994e-05,NaN,NaN,NaN,NaN,NaN,1.1732,1.1732,
1,54.9914,0.039118,6.8492,0.0625,0,2.847,1,1.2123,1.2123,
2,39.2558,0.074256,0.1264,0.125,0,0.12631,1,1.1744,1.1744,
3,43.4225,0.12198,6.3822,0.0625,0,2.0664,1,0.91702,0.91702,
4,43.298,0.15236,0.25039,1,0,0.24966,1,0.38086,0.38086,
5,43.153,0.19306,1.4427,0.0078125,0,1.1434,1,0.056423,0.056423,
6,42.3865,0.24464,0.75287,0.00048828,0,0.69257,1,0.0037906,0.0037906,
7,41.7667,0.30056,0.28616,0.0019531,0,0.28247,1,0.00090575,0.00090575,
8,41.7662,0.32849,0.00039936,0.0019531,0,0.00039936,1,0.00090495,0.00090495,
9,41.8789,0.38574,0.29644,0.00097656,0,0.29222,1,0.00019838,0.00019838,
10,41.2719,0.4403,0.18499,0.00048828,0,0.18396,1,1.4287e-05,1.4287e-05,
11,41.2726,0.46724,0.0013179,1,0,0.0013179,1,1.0311e-05,1.0311e-05,
12,41.1845,0.53184,0.10184,0.00048828,0,0.10167,1,3.7049e-06,3.7049e-06,
13,40.9508,0.60146,0.086558,6.1035e-05,0,0.08645,1,3.2919e-06,3.2919e-06,
14,41.0023,0.68275,0.05612,0.0039063,0,0.056091,1,7.5714e-08,7.5714e-08,
15,41.0024,0.70935,3.2465e-05,0.125,0,3.2465e-05,1,7.252e-08,7.252e-08,
