"iter","time","maxviolation","meanviolation","cost",
0,0,6.7345,6.7345,43.6239,
1,0.13506,0.36191,0.36191,22.5921,
2,0.15482,0.14922,0.14922,22.9236,
3,0.17517,0.097927,0.097927,23.0264,
4,0.19605,0.074789,0.074789,23.0797,
5,0.21448,0.061445,0.061445,23.1135,
6,0.23414,0.041859,0.041859,23.1693,
7,0.25268,0.032481,0.032481,23.2,
8,0.27112,0.026931,0.026931,23.22,
9,0.29492,0.018509,0.018509,23.2543,
10,0.30154,0.014683,0.014683,23.2723,
11,0.32438,0.011942,0.011942,23.2864,
12,0.33149,0.0084091,0.0084091,23.3073,
13,0.3386,0.0066143,0.0066143,23.3196,
14,0.3616,0.0053055,0.0053055,23.3292,
15,0.36921,0.003724,0.003724,23.3429,
16,0.37653,0.0029277,0.0029277,23.3509,
17,0.38378,0.0024427,0.0024427,23.3563,
18,0.39103,0.0016967,0.0016967,23.3658,
19,0.39836,0.0013267,0.0013267,23.3712,
20,0.40554,0.0011035,0.0011035,23.3749,
21,0.41301,0.0007644,0.0007644,23.3813,
22,0.42019,0.00063285,0.00063285,23.3842,
23,0.42801,0.0004564,0.0004564,23.3885,
24,0.45042,0.00043655,0.00043655,23.3882,
25,0.45897,0.00027148,0.00027148,23.3931,
26,0.46362,0.00027092,0.00027092,23.3931,
27,0.47291,0.00015017,0.00015017,23.3978,
28,0.47821,0.00015024,0.00015024,23.3978,
29,0.48801,7.6977e-05,7.6977e-05,23.4017,
30,0.49421,7.6877e-05,7.6877e-05,23.4017,
