"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,731.581,4.5687e-05,NaN,NaN,NaN,NaN,NaN,39.5412,39.5412,
1,731.581,0.35749,5.5037,1.5259e-05,0,2.812,1,23.3228,23.3228,
2,698.2534,0.91574,16.0405,0.00097656,0,3.1319,1,11.3294,11.3294,
3,699.2934,1.0946,0.16874,0.25,0,0.16872,1,10.3804,10.3804,
4,692.2682,1.7666,15.9112,0.0019531,0,2.6331,1,8.7108,8.7108,
5,691.1516,1.908,0.19153,1,0,0.19151,1,2.287,2.287,
6,685.2304,2.3327,5.8851,0.0019531,0,1.9387,1,0.73955,0.73955,
7,682.1131,2.9129,1.1916,0.00024414,0,0.93392,1,0.27735,0.27735,
8,680.1439,3.4627,1.493,0.00048828,0,1.1425,1,0.10276,0.10276,
9,674.1793,3.946,1.0961,7.6294e-06,0,0.88853,1,0.07896,0.07896,
10,672.9533,4.4832,0.73731,0.00024414,0,0.66453,1,0.018228,0.018228,
11,672.8912,4.6236,0.0090293,1,0,0.0090293,1,0.0051434,0.0051434,
12,671.9126,5.4095,0.38281,1.5259e-05,0,0.3694,1,0.0003326,0.0003326,
13,671.3314,6.2021,0.22314,3.8147e-06,0,0.22032,1,5.8123e-05,5.8123e-05,
14,671.3277,6.3579,0.00051431,1,0,0.00051431,1,1.6689e-05,1.6689e-05,
15,671.1824,9.5474,0.10213,3.7253e-09,0,0.10195,1,1.2639e-06,1.2639e-06,
16,671.1754,14.648,0.061109,2.9802e-08,0,0.06107,1,5.4982e-07,5.4982e-07,
17,671.0465,15.0451,0.027218,9.3132e-10,0,0.027212,0,1.5196e-07,1.5196e-07,
18,671.0463,17.6976,2.6072e-05,0.5,0,2.6072e-05,1,1.1887e-07,1.1887e-07,
