"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,2.5587,1.7759,31.4676,10.0785,
1,0.24651,0.48645,0.24323,23.9549,5.8445,
2,0.4275,0.16677,0.083384,24.79,6.0806,
3,0.82532,0.23068,0.12136,25.4296,5.5633,
4,1.0295,0.0045199,0.00226,28.8708,7.1275,
5,1.2216,0.070862,0.035431,26.6997,5.854,
6,1.3804,0.0075386,0.0037693,25.6983,5.7003,
7,2.7458,0.0032041,0.0016021,25.9327,5.5204,
8,3.0703,0.29323,0.14981,31.8103,9.3809,
9,4.2296,3.8431e-07,1.9215e-07,32.1565,5.9608,
10,5.6735,0.00054535,0.00027267,28.284,2.7378,
11,6.3156,0.0013531,0.00067654,25.624,5.6096,
12,7.6398,0.0031291,0.0015645,32.0375,6.8947,
13,9.2078,0.00012044,6.022e-05,25.789,5.4143,
14,10.0148,0.0029346,0.0014673,25.592,5.4959,
15,10.1477,0.0011088,0.00055438,26.2673,5.5043,
16,10.1645,0.0011088,0.00055438,26.2673,5.5043,
17,10.1897,0.0011088,0.00055438,26.2673,5.5043,
18,10.2688,0.0024628,0.0012314,25.9847,5.447,
19,10.2926,0.11203,0.057248,25.9847,5.4485,
20,10.3337,0.0015364,0.00076818,25.9946,5.4774,
21,10.3563,0.043399,0.022468,25.9946,5.4774,
22,10.3845,0.0015364,0.00076818,25.9946,5.4774,
23,10.4075,0.0015364,0.00076818,25.9946,5.4776,
24,10.4385,0.0015364,0.00076818,25.9946,5.4774,
25,10.4671,0.0015364,0.00076818,25.9946,5.4774,
26,10.4942,0.080756,0.041146,25.9946,5.4774,
27,10.5237,0.029656,0.015596,25.9946,5.4774,
28,10.5479,0.0015364,0.00076818,25.9946,5.4774,
29,10.5811,0.0015364,0.00076818,25.9946,5.4774,
30,10.6065,0.0015364,0.00076818,25.9946,5.4774,
