"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,804.507,16867.8626,9.1375e-05,NaN,NaN,NaN,NaN,1,14043.9734,14040.9775,7158.4209,
1,788.445,5933.6145,0.25978,0.0039063,0,3.362,1,18.0934,13539.5623,13537.6619,6904.2669,
2,787.4323,39.6802,0.55304,1,0,1.3266,1,18.0934,9138.3142,9136.0958,4659.6565,
3,785.6923,73.6474,0.81138,0.0039063,0,0.16753,1,18.0934,9127.0943,9125.3558,4654.1726,
4,744.2274,43.3095,1.0469,1,0,1.6809,1,18.0934,3707.0998,3706.1831,1891.3261,
5,561.0607,49.9549,1.3033,1,0,13.1851,1,18.0934,1047.5572,1047.0575,530.7515,
6,546.1012,33.7257,1.5803,1,0,0.5256,1,18.0934,382.3635,380.3913,194.9672,
7,545.7419,50.926,1.8784,0.0019531,0,0.068495,1,18.0934,381.7527,380.1137,194.8231,
8,545.7171,104.2773,2.1137,6.1035e-05,0,0.006628,1,18.0934,381.9255,379.9456,194.7388,
9,536.9197,114.0127,2.3839,0.03125,0,0.88068,1,18.0934,378.7798,377.6331,194.2078,
10,533.6794,33.3286,2.6521,1,0,0.234,1,18.0934,34.5285,3.9598,1.9799,
11,532.6904,62.2271,2.9228,0.0039063,0,0.18875,1,18.0934,34.6253,3.978,1.989,
12,531.931,173.8926,3.201,0.00097656,0,0.15022,1,18.0934,34.7618,4.0047,2.0023,
13,527.0811,33.4907,3.4765,0.0625,0,0.40174,1,18.0934,34.393,4.0049,2.0025,
14,525.605,390.8746,3.7626,0.00048828,0,0.2247,1,18.0934,34.686,4.0383,2.0191,
15,524.6852,42.7611,4.0312,0.03125,0,0.30291,1,18.0934,34.6486,4.026,2.013,
16,504.6144,354.9126,4.3013,0.0078125,0,2.0867,1,18.0934,35.6888,0.61123,0.30561,
17,504.4953,73.8171,4.5757,0.0039063,0,0.095998,1,18.0934,35.6973,0.61444,0.30722,
18,503.4113,34.2728,4.8267,1,0,0.060116,1,18.0934,35.4793,0.15867,0.079335,
19,480.3609,48.3338,5.0961,0.125,0,1.19,1,18.0934,34.1854,0.11642,0.058211,
20,479.3663,1244.1173,5.4049,6.1035e-05,0,0.67509,1,228.8114,34.3133,0.082702,0.041351,
21,478.0339,545904.0138,5.7026,7.4506e-09,0,0.80294,1,226700.5117,34.2534,0.012052,0.006026,
22,477.4877,85588.3676,5.9878,0.25,0,0.3546,1,226700.5117,34.1736,0.0011603,0.00058013,
23,476.9589,425442.1556,6.2749,4.7684e-07,0,0.26712,1,7838557.3435,34.0686,8.6654e-06,4.3327e-06,
24,476.9605,22800.6713,6.5702,0.5,0,0.00018169,-6,7838557.3435,34.0685,8.3941e-06,4.197e-06,
25,476.9599,6043.4048,6.8401,0.00097656,0,0.001548,1,7838557.3435,34.0684,8.3911e-06,4.1955e-06,
26,476.8541,14648619.4206,7.123,7.4506e-09,0,0.10751,1,281930205.5188,34.0561,8.308e-06,4.154e-06,
27,476.855,38.7091,7.3922,0.25,0,0.00010723,1,281930205.5188,34.056,7.6452e-06,3.8226e-06,
28,475.4624,34.7958,7.6348,0.0078125,0,0.078116,1,281930205.5188,33.9816,1.5178e-06,7.5888e-07,
29,475.4624,17998930.3817,7.9132,5.6843e-14,0,1.3632e-05,-3,798881632.2815,33.9816,1.5178e-06,7.5888e-07,
