"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,222.5625,1106.9343,6.0791e-05,NaN,NaN,NaN,NaN,1,942.1294,939.0721,511.61,
1,206.21,319.3164,0.033376,0.5,0,4.6023,1,5.9208,517.7962,515.2565,278.6444,
2,179.588,319.4103,0.065006,0.5,0,4.6525,1,10.1081,383.6165,382.2287,205.6547,
3,177.256,1218.6046,0.10038,0.0019531,0,1.6776,1,22.6282,316.0152,314.9618,170.3421,
4,174.5586,243.1989,0.14301,1,0,1.7356,1,22.6282,36.6695,32.8386,18.5863,
5,170.7356,803.202,0.18537,0.0019531,0,1.4629,1,67.7931,16.2522,1.9473,0.97363,
6,166.7736,2271.6697,0.21661,0.0039063,0,2.2343,1,184.8216,16.0797,1.2458,0.62292,
7,166.8494,15.998,0.24867,1,0,0.10253,1,184.8216,16.0372,0.32162,0.16081,
8,166.2224,18.5654,0.28255,0.015625,0,0.069448,1,184.8216,16.0871,0.32076,0.16038,
9,163.3403,15.5906,0.31397,1,0,0.20272,1,184.8216,15.6285,0.25372,0.12686,
10,163.3326,45.0852,0.34972,3.0518e-05,0,0.0019865,1,184.8216,15.632,0.25373,0.12687,
11,158.0814,63.2667,0.38314,0.03125,0,0.8067,1,184.8216,16.7075,0.045252,0.022626,
12,155.8539,42.5339,0.43292,0.0625,0,0.46277,1,184.8216,16.5582,0.031217,0.015608,
13,151.4927,18.5605,0.48257,0.0625,0,0.66258,1,184.8216,16.7264,0.015192,0.0075961,
14,150.6144,75.6662,0.53373,0.0039063,0,0.23315,1,184.8216,16.7568,0.017093,0.0085467,
15,150.4732,16.654,0.58137,1,0,0.015449,1,184.8216,16.7183,0.0043117,0.0021559,
16,149.1142,48.775,0.61529,0.0078125,0,0.58324,1,184.8216,16.7958,0.0030946,0.0015473,
17,147.4994,53591.2421,0.64669,1.9073e-06,0,0.4852,1,104900.8275,16.7403,0.0030573,0.0015287,
18,147.4923,17.6592,0.67673,0.25,0,0.0042413,1,104900.8275,16.7433,0.002823,0.0014115,
19,147.4917,19.7102,0.70675,0.00048828,0,0.00019812,1,104900.8275,16.7434,0.0028228,0.0014114,
20,146.9561,75.353,0.73738,0.00097656,0,0.25214,1,104900.8275,16.784,0.00075039,0.0003752,
21,146.1816,21.2955,0.7674,0.0625,0,0.2874,1,104900.8275,16.5629,0.00015838,7.9191e-05,
22,145.1886,17.702,0.79664,0.015625,0,0.17215,1,104900.8275,16.5487,2.8042e-05,1.4021e-05,
23,145.1864,16.6684,0.82632,0.015625,0,0.00015967,1,104900.8275,16.5484,2.7879e-05,1.394e-05,
24,143.9101,19.4648,0.8549,0.015625,0,0.23536,1,104900.8275,16.5373,1.0411e-05,5.2055e-06,
25,143.8258,195.5775,0.88677,6.1035e-05,0,0.077099,1,104900.8275,16.537,1.7467e-06,8.7335e-07,
26,143.8254,18.0615,0.91509,0.25,0,0.00012034,1,104900.8275,16.5371,1.7314e-06,8.6568e-07,
27,143.8254,18.3898,0.94464,0.0039063,0,1.5407e-05,1,104900.8275,16.5371,1.7312e-06,8.6562e-07,
