"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,52.9639,25.8072,5.928e-05,NaN,NaN,NaN,NaN,1,21.5111,17.5119,11.2182,
1,34.2538,75.7867,0.0097552,1,0,4.2082,1,9.6252,13.5071,11.3813,8.0233,
2,34.5287,24.0433,0.017961,1,0,0.51831,1,9.6252,6.3669,2.5823,1.8922,
3,35.5417,21.6225,0.025692,1,0,2.2107,1,9.6252,5.7784,0.68371,0.34186,
4,35.359,5.1043,0.033178,1,0,0.17812,1,9.6252,5.1837,0.20745,0.10372,
5,34.1836,12.9066,0.041536,0.03125,0,0.35775,1,9.6252,5.5567,0.25287,0.12643,
6,32.8929,4.6713,0.050816,0.25,0,1.2536,1,9.6252,3.8707,0.18343,0.091717,
7,32.6684,39.0041,0.060031,0.0019531,0,0.17488,1,21.9823,3.9615,0.19016,0.095079,
8,32.6787,3.8901,0.067575,0.25,0,0.07843,1,21.9823,4.069,0.18187,0.090936,
9,32.62,20.7321,0.077084,0.00097656,0,0.038183,1,21.9823,4.1,0.18265,0.091327,
10,31.9703,103.2163,0.085555,0.015625,0,1.0629,1,76.8961,3.8424,0.087966,0.043983,
11,32.0451,15.6911,0.093335,0.5,0,0.98493,1,76.8961,5.0815,0.035546,0.017773,
12,32.0845,18.2445,0.10198,0.03125,0,0.5739,1,76.8961,4.7116,0.0053287,0.0026644,
13,32.0822,4.629,0.11,0.25,0,0.013433,1,76.8961,4.6971,0.0051805,0.0025903,
14,32.0698,761.5546,0.12139,4.7684e-07,0,0.0087735,1,2815.2538,4.7001,0.0051823,0.0025911,
15,32.067,5.0275,0.12914,0.125,0,0.0084932,1,2815.2538,4.7059,0.0050126,0.0025063,
16,32.0639,4.8649,0.13786,0.0078125,0,0.0021985,1,2815.2538,4.7052,0.0050022,0.0025011,
17,31.7557,617.0788,0.14759,6.1035e-05,0,0.26395,1,2815.2538,4.7934,0.0049058,0.0024529,
18,31.7667,4.7491,0.15649,0.5,0,0.019821,1,2815.2538,4.7774,0.0048839,0.0024419,
19,31.6851,111.4123,0.16637,0.00024414,0,0.087915,1,2815.2538,4.7944,0.0049,0.00245,
20,31.6747,5.5447,0.17414,0.25,0,0.013209,1,2815.2538,4.8043,0.004728,0.002364,
21,31.672,4.9824,0.18298,0.0078125,0,0.0018998,1,2815.2538,4.8042,0.0047111,0.0023555,
22,31.546,73.7214,0.1932,0.0019531,0,0.44746,1,2815.2538,4.8629,0.003672,0.001836,
23,31.5587,4.6435,0.20312,1,0,0.014263,1,2815.2538,4.8456,0.001132,0.00056602,
24,31.101,4.261,0.21093,0.0625,0,0.12466,1,2815.2538,4.5804,0.0011239,0.00056193,
25,30.7768,4.1368,0.2195,0.0625,0,0.091512,1,2815.2538,4.358,0.0011032,0.00055158,
26,30.2949,3.8775,0.22766,0.125,0,0.14499,1,2815.2538,3.9755,0.0011276,0.00056379,
27,29.9762,3.7086,0.23592,0.125,0,0.10598,1,2815.2538,3.6879,0.0010818,0.0005409,
28,29.5482,3.2654,0.24371,0.25,0,0.17247,1,2815.2538,3.2661,0.0010532,0.00052658,
29,29.1548,2.7542,0.25146,0.5,0,0.2401,1,2815.2538,2.8904,0.0010579,0.00052895,
30,29.0106,1.7959,0.25849,1,0,0.23478,1,2815.2538,2.8326,0.00080816,0.00040408,
31,29.0234,0.2689,0.2676,1,0,0.062009,1,2815.2538,2.7429,0.00022223,0.00011112,
32,29.0327,0.71059,0.27576,1,0,0.0095972,1,2815.2538,2.7339,5.645e-05,2.8225e-05,
33,29.0375,0.90222,0.28413,1,0,0.0024561,1,2815.2538,2.7289,1.4452e-05,7.2258e-06,
34,29.0398,0.87511,0.29216,1,0,0.0017911,1,2815.2538,2.7269,3.8922e-06,1.9461e-06,
35,29.041,1.077,0.30042,1,0,0.0012408,1,2815.2538,2.7253,1.218e-06,6.0898e-07,
36,29.0409,1.1242,0.30959,0.03125,0,1.2257e-05,1,2815.2538,2.7253,1.2451e-06,6.2254e-07,
