"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,41.7566,54.5495,0.00022919,NaN,NaN,NaN,NaN,1,32.8396,28.1598,21.1848,
1,38.1655,133.35,0.0096665,0.03125,0,2.8821,1,6.7534,28.1532,23.3166,17.2969,
2,43.1847,5.7152,0.018426,1,0,0.62216,1,6.7534,10.6824,4.9996,3.955,
3,41.0999,7.9006,0.027449,0.125,0,0.57436,1,6.7534,11.3397,4.4043,3.5462,
4,40.0897,8.8011,0.036134,1,0,1.5408,1,6.7534,8.2041,1.4884,1.1302,
5,36.1803,18.5898,0.04482,0.125,0,2.6877,1,7.9712,4.726,0.2446,0.1223,
6,33.8801,10.351,0.053384,0.5,0,0.75684,1,7.9712,6.1836,0.50446,0.34013,
7,33.3135,5.6505,0.061934,0.25,0,1.2272,1,7.9712,6.4445,0.11273,0.056367,
8,32.593,10.6803,0.070761,0.25,0,0.54072,1,7.9712,6.0224,0.083008,0.041504,
9,32.3174,5.834,0.079332,0.25,0,0.26991,1,7.9712,5.9877,0.052879,0.026439,
10,31.7183,0.9948,0.088298,0.5,0,0.40153,1,7.9712,5.7564,0.09778,0.056336,
11,31.865,0.65404,0.10235,1,0,0.34197,1,7.9712,5.9869,0.0026818,0.0013409,
12,32.0321,0.43997,0.11792,1,0,0.15048,1,11.0722,6.0999,0.0010318,0.00051589,
13,31.6509,0.5471,0.13333,1,0,0.22865,1,17.7385,5.8812,0.22948,0.11519,
14,31.6509,1.1909,0.14509,3.0518e-05,0,1.5868e-05,1,23.6675,5.9135,0.49765,0.24927,
