"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,2059.3138,1109.9935,123.0291,2065.704,
1,0.3439,0.43681,0.21841,106.1013,12.0339,
2,0.65354,0.053217,0.026609,46.6734,6.0949,
3,1.104,0.025261,0.012631,39.6092,2.5429,
4,1.1186,0.019949,0.0099746,39.6185,2.5418,
5,1.1524,0.015824,0.0079118,39.6266,2.5361,
6,1.1643,0.01269,0.0063451,39.6335,2.5355,
7,1.1724,0.010317,0.0051584,39.6393,2.5347,
8,1.186,0.0030897,0.0015449,39.6634,2.5326,
9,1.2318,0.0024159,0.0012079,39.6667,2.5209,
10,1.243,0.0019044,0.00095221,39.6696,2.5207,
11,1.2533,0.0015098,0.00075492,39.6721,2.5205,
12,1.2607,0.0012105,0.00060527,39.6742,2.5203,
13,1.2694,0.00097916,0.00048958,39.6761,2.5202,
14,1.2769,0.00080633,0.00040316,39.6776,2.52,
15,1.2898,0.0002323,0.00011615,39.6844,2.5196,
16,1.2977,0.00018445,9.2226e-05,39.6853,2.5195,
17,1.3098,0.00014626,7.3131e-05,39.6861,2.5194,
18,1.3214,0.00011664,5.8321e-05,39.6868,2.5194,
19,1.329,9.3998e-05,4.6999e-05,39.6873,2.5194,
20,1.336,7.6958e-05,3.8479e-05,39.6878,2.5193,
21,1.3466,2.2952e-05,1.1476e-05,39.6899,2.5192,
22,1.3548,1.7668e-05,8.8338e-06,39.6902,2.5192,
23,1.3618,1.4035e-05,7.0175e-06,39.6904,2.5192,
24,1.3679,1.12e-05,5.5999e-06,39.6906,2.5191,
25,1.3757,9.0338e-06,4.5169e-06,39.6908,2.5191,
26,1.3819,7.3751e-06,3.6876e-06,39.691,2.5191,
27,1.392,2.1771e-06,1.0886e-06,39.6916,2.5191,
28,1.3987,1.6915e-06,8.4573e-07,39.6917,2.5191,
29,1.4049,1.3367e-06,6.6834e-07,39.6918,2.5191,
30,1.411,1.0619e-06,5.3095e-07,39.6919,2.5191,
