"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,721.3972,373.8312,228.4761,721.8291,
1,0.38916,0.076694,0.038347,119.7667,13.8471,
2,0.52064,0.54174,0.40586,59.8769,7.8576,
3,0.91161,0.018317,0.0091585,29.9603,2.4075,
4,1.3421,0.010031,0.0050154,26.2227,1.4234,
5,1.3724,0.019417,0.0097084,26.1531,1.3442,
6,1.3874,0.20584,0.11265,26.1531,1.3485,
7,1.4052,0.019229,0.0096147,26.1532,1.3442,
8,1.4263,0.014983,0.0074915,26.1554,1.3456,
9,1.4663,0.097301,0.049601,26.1865,1.4036,
10,1.5044,0.058887,0.029451,26.2024,1.4418,
11,1.5658,0.10628,0.05316,26.1864,1.4103,
12,1.5811,3.2993e-05,1.6497e-05,26.1864,1.4103,
13,1.5886,2.8668e-05,1.4334e-05,26.1863,1.4103,
14,1.6496,0.12095,0.060492,26.1754,1.4038,
15,1.6593,0.28156,0.14078,26.1753,1.411,
16,1.6694,3.8728e-07,1.9364e-07,26.1752,1.4467,
17,1.6866,0.36972,0.18486,26.1752,1.4037,
18,1.706,2.3653e-07,1.1826e-07,26.1937,1.4589,
19,1.7158,1.7102e-07,8.5512e-08,26.1935,1.4585,
20,1.7256,3.0291e-08,1.5145e-08,26.1933,1.4581,
21,1.7334,4.7768e-08,2.3884e-08,26.1932,1.4579,
22,1.7425,7.6746e-08,3.8373e-08,26.1931,1.4576,
23,1.7502,1.2273e-08,6.1365e-09,26.193,1.4573,
24,1.7615,2.6173e-08,1.3086e-08,26.1929,1.4571,
25,1.7741,1.6405e-08,8.2026e-09,26.1928,1.4569,
26,1.7851,2.0356e-08,1.0178e-08,26.1928,1.4567,
27,1.7996,6.5116e-09,3.2558e-09,26.1926,1.4564,
28,1.8113,4.9413e-09,2.4707e-09,26.1926,1.4563,
29,1.8226,8.1973e-09,4.0986e-09,26.1925,1.4562,
30,1.8338,4.0225e-09,2.0113e-09,26.1925,1.4561,
