"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,132.998,196.5327,5.5127e-05,NaN,NaN,NaN,NaN,1,16.0754,10.2086,5.8401,
1,128.9316,128.0453,0.030111,0.25,0,1.8587,1,7.1062,12.5115,1.5636,0.7818,
2,121.7853,67.7778,0.060206,0.0625,0,1.304,1,7.1062,12.385,1.2312,0.61559,
3,112.2411,23.971,0.09028,1,0,1.2499,1,7.1062,13.468,0.6766,0.3383,
4,107.9425,42.4677,0.12035,0.03125,0,0.9751,1,7.1062,14.9166,0.9605,0.48025,
5,106.8684,14.9074,0.14937,1,0,0.10815,1,7.1062,14.9849,0.24234,0.12117,
6,87.4467,14.4426,0.1786,1,0,1.3221,1,7.1062,14.3068,0.32613,0.16307,
7,81.1056,13.1809,0.20954,1,0,0.46313,1,7.1062,13.1812,0.1059,0.052952,
8,80.0894,15.9191,0.24657,0.03125,0,0.12838,1,7.1062,13.2442,0.15972,0.07986,
9,72.6662,147.4167,0.28095,0.03125,0,1.4501,1,34.6976,13.6695,0.16057,0.080284,
10,71.246,58.424,0.31521,0.015625,0,0.77423,1,34.6976,13.5102,0.029879,0.01494,
11,70.4598,1090.2498,0.35747,3.0518e-05,0,0.65775,1,1838.6142,13.3397,0.003224,0.001612,
12,70.4166,32666.5082,0.40814,3.8147e-06,0,0.41404,1,111064.8938,13.2846,0.00081895,0.00040947,
13,70.4087,13.3095,0.4549,1,0,0.0031626,1,111064.8938,13.2856,0.00028087,0.00014044,
14,70.4082,13.9796,0.48639,0.00097656,0,8.9781e-05,1,111064.8938,13.2856,0.0002808,0.0001404,
