"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,938.2857,511.2168,222.5625,942.5124,
1,0.27958,0.47647,0.23824,108.6143,10.1142,
2,0.59594,0.095419,0.04771,85.6604,5.4499,
3,0.8349,0.086233,0.043116,79.4616,6.4572,
4,0.85909,0.069699,0.03485,79.4979,6.4548,
5,0.88799,0.046485,0.023242,79.557,6.4509,
6,0.89573,0.035736,0.017868,79.5894,6.4511,
7,0.92498,0.029435,0.014718,79.6107,6.4473,
8,0.93493,0.020098,0.010049,79.647,6.4476,
9,0.97117,0.015596,0.007798,79.6676,6.4434,
10,0.97817,0.012937,0.0064683,79.6812,6.4436,
11,0.98652,0.0089025,0.0044512,79.7048,6.4437,
12,0.99397,0.0069374,0.0034687,79.7183,6.4437,
13,1.0015,0.005761,0.0028805,79.7273,6.4436,
14,1.01,0.0039722,0.0019861,79.743,6.4436,
15,1.0173,0.0031033,0.0015516,79.7519,6.4435,
16,1.0245,0.0025782,0.0012891,79.7579,6.4435,
17,1.0319,0.0017792,0.00088958,79.7683,6.4435,
18,1.0407,0.0013884,0.00069422,79.7743,6.4434,
19,1.0485,0.0011541,0.00057704,79.7783,6.4433,
20,1.0559,0.00079746,0.00039873,79.7853,6.4433,
21,1.0643,0.0006914,0.0003457,79.7877,6.4432,
22,1.072,0.00049109,0.00024554,79.7927,6.4432,
23,1.0827,0.00049028,0.00024514,79.7927,6.4374,
24,1.0895,0.00029947,0.00014974,79.7986,6.4375,
25,1.0954,0.00029943,0.00014972,79.7986,6.4375,
26,1.1045,0.00016321,8.1606e-05,79.8041,6.4375,
27,1.1101,0.00016303,8.1516e-05,79.8041,6.4375,
28,1.1191,8.297e-05,4.1485e-05,79.8085,6.4376,
29,1.1249,8.2895e-05,4.1447e-05,79.8086,6.4376,
30,1.1342,4.0657e-05,2.0328e-05,79.8119,6.4376,
31,1.1411,4.0684e-05,2.0342e-05,79.8119,6.4376,
