"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,3991.8634,2035.8247,1579.3795,3992.9633,
1,0.02511,3991.4999,2035.643,1579.3795,3992.5264,
2,0.054837,3991.9535,2035.8698,1579.3795,3992.3631,
3,0.086844,3991.5493,2035.6677,1579.3795,3993.0383,
4,0.11706,3991.3096,2035.5478,1579.3795,3992.3878,
5,0.13646,3991.7757,2035.7809,1579.3795,3992.5125,
6,0.15542,3991.052,2035.4191,1579.3795,3993.1212,
7,0.17427,3991.8354,2035.8107,1579.3795,3992.8937,
8,0.2002,3991.8101,2035.7981,1579.3795,3993.0549,
9,0.22326,3991.4421,2035.6141,1579.3795,3992.2791,
10,0.2492,3991.763,2035.7746,1579.3795,3992.8844,
11,0.26812,3991.822,2035.804,1579.3795,3992.6182,
12,0.28706,3991.3789,2035.5825,1579.3795,3992.7937,
13,0.31454,3991.8356,2035.8108,1579.3795,3992.8632,
14,0.33884,3991.5533,2035.6697,1579.3795,3992.8597,
15,0.35906,3991.2383,2035.5122,1579.3795,3993.0319,
16,0.38241,3991.6052,2035.6956,1579.3795,3993.062,
17,0.40453,3991.4418,2035.6139,1579.3795,3992.1873,
18,0.43201,3991.5765,2035.6813,1579.3795,3992.9826,
19,0.45891,3991.6571,2035.7216,1579.3795,3993.07,
20,0.48839,3991.6095,2035.6978,1579.3795,3993.0505,
21,0.51251,3991.0538,2035.4199,1579.3795,3992.9628,
22,0.5396,3991.6277,2035.7069,1579.3795,3992.4635,
23,0.56133,3991.1901,2035.4881,1579.3795,3992.8512,
24,0.59215,3991.3949,2035.5905,1579.3795,3992.1744,
25,0.6236,3991.5667,2035.6764,1579.3795,3992.5862,
26,0.66173,3991.6791,2035.7326,1579.3795,3993.1512,
27,0.69903,3991.997,2035.8915,1579.3795,3992.9242,
28,0.73495,3991.3659,2035.576,1579.3795,3993.1628,
29,0.76867,3991.9111,2035.8486,1579.3795,3992.7677,
30,0.80059,3991.7926,2035.7893,1579.3795,3992.5117,
