"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,3766.0028,1953.6096,224.3749,3768.6307,
1,0.25008,0.63878,0.33343,70.0981,11.2268,
2,0.76413,0.061677,0.030838,54.3648,8.7547,
3,0.81817,0.12739,0.094365,47.949,6.6127,
4,0.84438,0.11172,0.086248,47.9505,6.6128,
5,0.87687,0.01429,0.007145,48.0694,6.6324,
6,0.90496,0.033868,0.023973,48.07,6.6324,
7,0.92948,0.0081876,0.0040938,48.0978,6.6402,
8,0.94369,0.42124,0.21364,48.1068,6.6437,
9,0.98753,4.0162e-06,2.0081e-06,48.1913,6.6728,
10,1.0549,0.048558,0.0245,47.2796,5.9285,
11,1.1555,5.7233e-05,2.8617e-05,46.6816,5.9569,
12,1.2768,9.1611e-05,4.5806e-05,46.5209,5.6992,
13,1.321,0.076054,0.038171,46.3152,5.6489,
14,1.3931,9.0119e-06,4.506e-06,46.2475,5.64,
15,1.4008,0.22708,0.11354,46.2464,5.6399,
16,1.4198,1.2477e-05,6.2387e-06,46.2464,5.6555,
17,1.4427,1.2475e-05,6.2375e-06,46.2464,5.6399,
18,1.4651,0.052327,0.026164,46.248,5.6401,
19,1.4854,0.33164,0.16582,46.2485,5.6399,
20,1.4987,4.3723e-07,2.1862e-07,46.2483,5.6399,
21,1.5058,1.2552e-07,6.2761e-08,46.2485,5.6422,
22,1.5205,2.0878e-07,1.0439e-07,46.2484,5.64,
23,1.5357,0.24618,0.12309,46.2484,5.6399,
24,1.5513,0.41372,0.20686,46.2484,5.6399,
25,1.5674,2.0878e-07,1.0439e-07,46.2484,5.6549,
26,1.5944,2.0878e-07,1.0439e-07,46.2484,5.6399,
27,1.6119,0.34666,0.17333,46.2484,5.6544,
28,1.6294,2.0878e-07,1.0439e-07,46.2484,5.6399,
29,1.6449,2.0878e-07,1.0439e-07,46.2484,5.6399,
30,1.6729,1.7561e-08,8.7803e-09,46.2806,5.6596,
31,1.6822,1.7467e-09,8.7334e-10,46.2807,5.6596,
