"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,2211.0464,1146.9732,782.4069,2213.1832,
1,0.24286,1.0584,0.67389,556.5392,25.2788,
2,0.41235,0.16686,0.10039,520.4551,21.3212,
3,0.43714,0.1078,0.092079,520.0524,21.162,
4,0.45964,0.39925,0.24788,520.0291,21.1699,
5,0.47503,0.099416,0.049708,520.0356,21.1622,
6,0.51881,0.084503,0.042251,520.0245,21.1665,
7,0.54725,0.035922,0.017961,520.0116,21.1984,
8,0.56606,0.28306,0.15947,520.0115,21.2046,
9,0.58262,0.20317,0.11953,520.0115,21.1984,
10,0.59795,0.035882,0.017941,520.0115,21.1985,
11,0.61304,0.035882,0.033172,520.0115,21.1984,
12,0.62807,0.18146,0.10867,520.0115,21.2004,
13,0.64298,0.39399,0.21494,520.0115,21.1988,
14,0.65824,0.63882,0.33735,520.0115,21.1984,
15,0.67328,0.039964,0.037923,520.0115,21.1984,
16,0.68968,0.035882,0.017941,520.0115,21.1994,
17,0.70463,0.17561,0.10574,520.0115,21.2017,
18,0.72691,0.70347,0.36968,520.0115,21.1984,
19,0.74225,0.29088,0.16338,520.0115,21.1985,
20,0.75728,0.70617,0.37102,520.0115,21.1991,
21,0.77272,0.13653,0.086206,520.0115,21.1988,
22,0.79037,0.035882,0.019942,520.0115,21.2072,
23,0.80574,0.38188,0.20888,520.0115,21.1984,
24,0.82099,0.035882,0.017941,520.0115,21.1988,
25,0.83603,0.035882,0.017941,520.0115,21.1984,
26,0.85177,0.44441,0.24014,520.0115,21.1984,
27,0.86662,0.18253,0.10921,520.0115,21.1997,
28,0.8818,0.045726,0.040804,520.0115,21.2088,
29,0.89809,0.10749,0.071688,520.0115,21.2048,
30,0.91417,0.035882,0.017941,520.0115,21.2004,
