"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,1874.9272,1018.9887,123.2342,1881.2211,
1,0.32429,0.6793,0.33965,85.9297,10.6997,
2,0.62521,0.075556,0.037778,55.4801,7.0741,
3,0.84946,0.003477,0.0017385,49.7827,6.8559,
4,0.87523,0.02091,0.010455,48.9982,6.5303,
5,0.90863,0.0053687,0.0026844,48.8161,6.4972,
6,0.95531,0.0012378,0.00061889,48.5388,6.4803,
7,0.98502,0.0013141,0.00065706,48.5024,6.4778,
8,1.4678,0.0029779,0.0014889,45.6871,7.0979,
9,1.4852,0.18205,0.092505,45.5878,7.0007,
10,1.7531,0.001202,0.00060098,43.0214,5.4566,
11,1.8021,0.0012489,0.00062447,42.9891,5.4536,
12,1.9094,0.0012939,0.00064693,42.8939,5.4332,
13,2.3551,8.7158e-05,4.3579e-05,42.4302,5.6064,
14,2.4067,0.4196,0.20993,42.3354,5.5222,
15,2.4252,0.21634,0.10819,42.3292,5.5327,
16,2.4679,0.41272,0.20642,42.3235,5.5119,
17,2.521,0.19571,0.097854,42.2978,5.4992,
18,2.5542,0.36281,0.18143,42.2603,5.495,
19,2.5757,0.24125,0.12063,42.2583,5.4811,
20,2.5903,1.5614e-06,7.807e-07,42.2583,5.4811,
21,2.6051,1.5614e-06,7.807e-07,42.2583,5.4834,
22,2.6255,0.33228,0.16614,42.2584,5.4811,
23,2.6542,2.2351e-06,1.1175e-06,42.2603,5.484,
24,2.6705,0.22526,0.11263,42.2601,5.4813,
25,2.6912,0.037475,0.018738,42.2601,5.4998,
26,2.7123,6.0411e-07,3.0206e-07,42.402,5.5847,
27,2.7216,2.6363e-08,1.3182e-08,42.4029,5.5847,
28,2.7297,5.787e-09,2.8935e-09,42.4027,5.5847,
29,2.7368,6.2722e-09,3.1361e-09,42.4027,5.5846,
30,2.7437,4.6122e-09,2.3061e-09,42.4025,5.5845,
