"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,778.0105,403.8931,440.5512,778.1383,
1,0.33865,0.16796,0.083981,343.8268,25.8293,
2,0.64553,0.037415,0.018707,178.0753,10.6968,
3,0.99638,0.033444,0.016722,139.7675,5.3834,
4,1.5001,0.032697,0.016348,123.6684,4.8027,
5,1.9799,0.0033969,0.0016985,115.7566,1.3429,
6,1.9913,0.0026339,0.001317,115.758,1.3437,
7,2.003,0.0020443,0.0010222,115.7592,1.3444,
8,2.0111,0.0015876,0.0007938,115.7603,1.345,
9,2.0193,0.0012339,0.00061693,115.7613,1.3455,
10,2.0267,0.00095994,0.00047997,115.7621,1.3459,
11,2.0345,0.00074785,0.00037392,115.7629,1.3463,
12,2.0409,0.00058376,0.00029188,115.7635,1.3467,
13,2.0483,0.00045677,0.00022839,115.7641,1.347,
14,2.0562,0.00035851,0.00017925,115.7646,1.3472,
15,2.0662,0.00028268,0.00014134,115.765,1.3475,
16,2.074,0.00022428,0.00011214,115.7654,1.3476,
17,2.0821,0.00017949,8.9746e-05,115.7657,1.3478,
18,2.0903,0.00014546,7.273e-05,115.766,1.3479,
19,2.097,0.00012013,6.0063e-05,115.7662,1.348,
20,2.1095,3.4474e-05,1.7237e-05,115.7672,1.3486,
21,2.1167,2.7163e-05,1.3582e-05,115.7674,1.3487,
22,2.1238,2.1509e-05,1.0755e-05,115.7675,1.3487,
23,2.1318,1.7143e-05,8.5715e-06,115.7676,1.3488,
24,2.1377,1.3859e-05,6.9293e-06,115.7677,1.3488,
25,2.1438,1.1388e-05,5.6942e-06,115.7677,1.3489,
26,2.1541,3.3166e-06,1.6583e-06,115.768,1.349,
27,2.1604,2.567e-06,1.2835e-06,115.7681,1.3491,
28,2.1686,2.0377e-06,1.0189e-06,115.7681,1.3491,
29,2.1753,1.642e-06,8.2102e-07,115.7682,1.3491,
30,2.1818,1.3211e-06,6.6056e-07,115.7682,1.3491,
