"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,3031.4859,9964.9411,9.0242e-05,NaN,NaN,NaN,NaN,1,4742.2204,4740.6904,2415.7937,
1,3022.8566,291.8645,0.24885,1,0,3.2728,1,14.764,70.1655,0.1972,0.098598,
2,3015.3737,1912.5345,0.4971,0.00024414,0,0.74399,1,600.7471,71.4409,0.023967,0.011984,
3,3011.2784,507.6996,0.76371,0.0019531,0,0.56512,1,600.7471,72.2774,0.0073473,0.0036736,
4,3001.0372,134.0592,1.0555,0.125,0,0.50811,1,600.7471,72.6862,0.0090911,0.0045455,
5,2995.4414,640.4086,1.3491,0.00097656,0,0.64714,1,600.7471,73.3336,0.014459,0.0072296,
6,2992.5272,253.6677,1.6443,0.015625,0,0.58917,1,600.7471,73.5323,0.0064134,0.0032067,
7,2992.2734,73.5995,1.9045,1,0,0.0059486,1,600.7471,73.5226,0.0027613,0.0013806,
8,2992.2359,73.8021,2.1899,0.0019531,0,0.00074912,1,600.7471,73.5215,0.0027916,0.0013958,
9,2992.2212,74.1305,2.4513,0.0019531,0,0.0004564,1,600.7471,73.5209,0.0028055,0.0014028,
10,2992.2166,74.6421,2.7304,0.00097656,0,0.0002358,1,600.7471,73.5206,0.0028087,0.0014044,
11,2992.215,75.3207,2.9819,0.00048828,0,0.00012837,1,600.7471,73.5204,0.0028091,0.0014046,
12,2992.2137,76.0631,3.2431,0.00048828,0,0.00013702,1,600.7471,73.5202,0.0028099,0.0014049,
13,2992.2131,77.5851,3.525,0.00024414,0,9.15e-05,1,600.7471,73.5201,0.0028101,0.0014051,
