"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,6.7672,6.7672,38.9552,10.3429,
1,0.040471,0.65106,0.65106,32.8774,5.9065,
2,0.065505,0.23666,0.23666,33.6847,5.3977,
3,0.086878,0.15065,0.15065,33.9137,5.2384,
4,0.10771,0.11345,0.11345,34.0297,5.1539,
5,0.12814,0.092448,0.092448,34.1025,5.0994,
6,0.15271,0.062262,0.062262,34.2215,5.0076,
7,0.18112,0.048048,0.048048,34.2864,4.9559,
8,0.22009,0.039673,0.039673,34.3288,4.9216,
9,0.27065,0.027176,0.027176,34.4007,4.8622,
10,0.30369,0.021128,0.021128,34.441,4.8282,
11,0.33539,0.017522,0.017522,34.4677,4.8054,
12,0.36729,0.012064,0.012064,34.5136,4.7657,
13,0.39086,0.0094032,0.0094032,34.5396,4.743,
14,0.40309,0.0078189,0.0078189,34.5567,4.7287,
15,0.43551,0.0053902,0.0053902,34.5867,4.7008,
16,0.44411,0.0042082,0.0042082,34.6037,4.6866,
17,0.4822,0.0034942,0.0034942,34.6151,4.6752,
18,0.49631,0.002415,0.002415,34.6348,4.6585,
19,0.50862,0.0018916,0.0018916,34.6459,4.649,
20,0.5236,0.0018918,0.0018918,34.6459,4.6473,
21,0.53384,0.0013836,0.0013836,34.6583,4.6369,
22,0.54209,0.0013836,0.0013836,34.6583,4.6367,
23,0.55506,0.0008649,0.0008649,34.6735,4.6237,
24,0.56234,0.00086519,0.00086519,34.6735,4.6235,
25,0.57146,0.0004788,0.0004788,34.6882,4.611,
26,0.57694,0.00048058,0.00048058,34.6881,4.611,
27,0.58665,0.00024714,0.00024714,34.7002,4.6007,
28,0.59267,0.00024667,0.00024667,34.7002,4.6005,
29,0.60251,0.00012094,0.00012094,34.7093,4.5927,
30,0.60855,0.00012062,0.00012062,34.7094,4.5925,
31,0.61743,5.7406e-05,5.7406e-05,34.716,4.5869,
32,0.62772,5.7468e-05,5.7468e-05,34.716,4.5867,
