"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,8.4287,8.4287,54.8485,10.4554,
1,0.045766,0.58129,0.58129,30.7299,3.3009,
2,0.092132,0.081882,0.081882,31.4577,2.6577,
3,0.134,0.024784,0.024784,31.6692,2.5182,
4,0.16407,0.019748,0.019748,31.6983,2.5047,
5,0.20205,0.015839,0.015839,31.7239,2.4954,
6,0.23624,0.012828,0.012828,31.746,2.4892,
7,0.26828,0.01054,0.01054,31.7649,2.486,
8,0.32995,0.0032415,0.0032415,31.8484,2.4998,
9,0.3509,0.0025594,0.0025594,31.8603,2.5065,
10,0.37883,0.0020303,0.0020303,31.8707,2.5129,
11,0.38799,0.0016249,0.0016249,31.8797,2.5242,
12,0.41145,0.0013085,0.0013085,31.8876,2.5244,
13,0.42888,0.0010722,0.0010722,31.8941,2.5327,
14,0.51964,0.00032059,0.00032059,31.9227,2.5645,
15,0.53097,0.0002525,0.0002525,31.9266,2.5696,
16,0.54207,0.00019971,0.00019971,31.9301,2.574,
17,0.55788,0.00015899,0.00015899,31.933,2.5778,
18,0.57275,0.00012776,0.00012776,31.9356,2.581,
19,0.58728,0.0001041,0.0001041,31.9377,2.5837,
20,0.60168,3.1232e-05,3.1232e-05,31.9468,2.5955,
21,0.61088,2.4526e-05,2.4526e-05,31.9481,2.5971,
22,0.61898,1.9536e-05,1.9536e-05,31.9491,2.5984,
23,0.62698,1.5509e-05,1.5509e-05,31.9501,2.5996,
24,0.63471,1.2442e-05,1.2442e-05,31.9509,2.6007,
25,0.64293,1.0098e-05,1.0098e-05,31.9516,2.6015,
26,0.65186,3.0772e-06,3.0772e-06,31.9544,2.6052,
27,0.65884,2.4701e-06,2.4701e-06,31.9548,2.6057,
28,0.66533,1.9572e-06,1.9572e-06,31.9551,2.6061,
29,0.67203,1.5367e-06,1.5367e-06,31.9554,2.6065,
30,0.67863,1.2321e-06,1.2321e-06,31.9557,2.6069,
31,0.68459,1.0304e-06,1.0304e-06,31.9559,2.6071,
